Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict
2021-10-29,KA,345.0,4.0,272.0,0,105386.0,198165.0,0,2986602.714285714,38028.42857142857,2939927.0,,42086695.0,21994051.0,Bagalkote,0,0,0,0,0,0,0,35178.0,333.0,34843.0,,1148610.0,599200.0,1890826,,,,35178.0,333.0,34843.0,,1181080,612115,2021-10-31T02:58:32.850608+05:30,65798000,,,,2987658,38058,2940945,,42407311,22679414,65086725.0,303551.0,64080746.0,1793195.0
2021-10-29,KA,345.0,4.0,272.0,0,105386.0,198165.0,0,2986602.714285714,38028.42857142857,2939927.0,,42086695.0,21994051.0,Ballari,0,0,0,0,0,0,0,97756.0,1689.0,95949.0,,1722139.0,815099.0,2532383,,,,97762.0,1689.0,95956.0,,1749086,858949,2021-10-31T02:58:32.850608+05:30,65798000,,,,2987658,38058,2940945,,42407311,22679414,65086725.0,303551.0,64080746.0,2608035.0
2021-10-29,KA,345.0,4.0,272.0,0,105386.0,198165.0,0,2986602.714285714,38028.42857142857,2939927.0,,42086695.0,21994051.0,Belagavi,0,0,0,0,0,0,0,79881.0,937.0,78864.0,,3137677.0,1323213.0,4778439,,,,79885.0,938.0,78873.0,,3158691,1376302,2021-10-31T02:58:32.850608+05:30,65798000,,,,2987658,38058,2940945,,42407311,22679414,65086725.0,303551.0,64080746.0,4534993.0
2021-10-29,KA,345.0,4.0,272.0,0,105386.0,198165.0,0,2986602.714285714,38028.42857142857,2939927.0,,42086695.0,21994051.0,Bengaluru Rural,0,0,0,0,0,0,0,61987.0,889.0,61055.0,,697615.0,370953.0,987257,,,,61999.0,890.0,61066.0,,700232,381485,2021-10-31T02:58:32.850608+05:30,65798000,,,,2987658,38058,2940945,,42407311,22679414,65086725.0,303551.0,64080746.0,1081717.0
2021-10-29,KA,345.0,4.0,272.0,0,105386.0,198165.0,0,2986602.714285714,38028.42857142857,2939927.0,,42086695.0,21994051.0,Bengaluru Urban,0,0,0,0,0,0,0,1251027.0,16254.0,1228257.0,,9188497.0,5744228.0,9588910,,,,1251569.0,16270.0,1228755.0,,9210888,5854565,2021-10-31T02:58:32.850608+05:30,65798000,,,,2987658,38058,2940945,,42407311,22679414,65086725.0,303551.0,64080746.0,15065453.0
2021-10-29,KA,345.0,4.0,272.0,0,105386.0,198165.0,0,2986602.714285714,38028.42857142857,2939927.0,,42086695.0,21994051.0,Bidar,0,0,0,0,0,0,0,24339.0,400.0,23932.0,,920819.0,497300.0,1700018,,,,24340.0,400.0,23933.0,,927737,512013,2021-10-31T02:58:32.850608+05:30,65798000,,,,2987658,38058,2940945,,42407311,22679414,65086725.0,303551.0,64080746.0,1439750.0
2021-10-29,KA,345.0,4.0,272.0,0,105386.0,198165.0,0,2986602.714285714,38028.42857142857,2939927.0,,42086695.0,21994051.0,Chamarajanagara,0,0,0,0,0,0,0,32997.0,500.0,32457.0,,646642.0,330300.0,1020962,,,,33000.0,500.0,32463.0,,647682,348805,2021-10-31T02:58:32.850608+05:30,65798000,,,,2987658,38058,2940945,,42407311,22679414,65086725.0,303551.0,64080746.0,996487.0
2021-10-29,KA,345.0,4.0,272.0,0,105386.0,198165.0,0,2986602.714285714,38028.42857142857,2939927.0,,42086695.0,21994051.0,Chikkaballapura,0,0,0,0,0,0,0,43942.0,426.0,43495.0,,849695.0,486037.0,1254377,,,,43946.0,427.0,43501.0,,852166,496756,2021-10-31T02:58:32.850608+05:30,65798000,,,,2987658,38058,2940945,,42407311,22679414,65086725.0,303551.0,64080746.0,1348922.0
2021-10-29,KA,345.0,4.0,272.0,0,105386.0,198165.0,0,2986602.714285714,38028.42857142857,2939927.0,,42086695.0,21994051.0,Chikkamagaluru,0,0,0,0,0,0,0,51107.0,395.0,50611.0,,734577.0,338255.0,1137753,,,,51121.0,395.0,50655.0,,737090,344741,2021-10-31T02:58:32.850608+05:30,65798000,,,,2987658,38058,2940945,,42407311,22679414,65086725.0,303551.0,64080746.0,1081831.0
2021-10-29,KA,345.0,4.0,272.0,0,105386.0,198165.0,0,2986602.714285714,38028.42857142857,2939927.0,,42086695.0,21994051.0,Chitradurga,0,0,0,0,0,0,0,36653.0,206.0,36402.0,,989141.0,585503.0,1660378,,,,36662.0,206.0,36408.0,,1012221,608945,2021-10-31T02:58:32.850608+05:30,65798000,,,,2987658,38058,2940945,,42407311,22679414,65086725.0,303551.0,64080746.0,1621166.0
