Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict
2021-10-29,HP,-209369,3,232,-3652047.0,2469,41875,0,193206.85714285713,3723.714285714286,217630.0,3118962.0,5704974.0,3290053.0,Bilaspur,0,0,0,0,0,0,0,14286,85,14072,34326,322754,225245,382056,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,14348,85,14107,1854,323099,232560,2021-10-29 19:00:00+05:30,7300000,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,14250,3732,218150,9904,5711374,3401296,9112670.0,44344.0,8995028.0,555659.0
2021-10-29,HP,-209369,3,232,-3652047.0,2469,41875,0,193206.85714285713,3723.714285714286,217630.0,3118962.0,5704974.0,3290053.0,Chamba,0,0,0,0,0,0,0,13669,160,13484,45941,363235,185071,518844,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,13681,160,13488,561,363815,193116,2021-10-29 19:00:00+05:30,7300000,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,14250,3732,218150,9904,5711374,3401296,9112670.0,44344.0,8995028.0,556931.0
2021-10-29,HP,-209369,3,232,-3652047.0,2469,41875,0,193206.85714285713,3723.714285714286,217630.0,3118962.0,5704974.0,3290053.0,Hamirpur,0,0,0,0,0,0,0,17207,283,16581,39914,376856,252291,454293,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,17336,285,16684,957,377209,265130,2021-10-29 19:00:00+05:30,7300000,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,14250,3732,218150,9904,5711374,3401296,9112670.0,44344.0,8995028.0,642339.0
2021-10-29,HP,-209369,3,232,-3652047.0,2469,41875,0,193206.85714285713,3723.714285714286,217630.0,3118962.0,5704974.0,3290053.0,Kangra,0,0,0,0,0,0,0,50414,1118,48553,81781,1180910,698754,1507223,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,50732,1122,48751,3008,1182053,717952,2021-10-29 19:00:00+05:30,7300000,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,14250,3732,218150,9904,5711374,3401296,9112670.0,44344.0,8995028.0,1900005.0
2021-10-29,HP,-209369,3,232,-3652047.0,2469,41875,0,193206.85714285713,3723.714285714286,217630.0,3118962.0,5704974.0,3290053.0,Kinnaur,0,0,0,0,0,0,0,3505,38,3459,5778,79618,62908,84298,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,3506,38,3464,67,79673,63209,2021-10-29 19:00:00+05:30,7300000,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,14250,3732,218150,9904,5711374,3401296,9112670.0,44344.0,8995028.0,142882.0
2021-10-29,HP,-209369,3,232,-3652047.0,2469,41875,0,193206.85714285713,3723.714285714286,217630.0,3118962.0,5704974.0,3290053.0,Kullu,0,0,0,0,0,0,0,9680,158,9484,10321,350759,198297,437474,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,9692,158,9492,178,351261,203549,2021-10-29 19:00:00+05:30,7300000,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,14250,3732,218150,9904,5711374,3401296,9112670.0,44344.0,8995028.0,554810.0
2021-10-29,HP,-209369,3,232,-3652047.0,2469,41875,0,193206.85714285713,3723.714285714286,217630.0,3118962.0,5704974.0,3290053.0,Lahaul and Spiti,0,0,0,0,0,0,0,2953,18,2935,473,31902,20759,31528,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,2953,18,2935,74,31920,20986,2021-10-29 19:00:00+05:30,7300000,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,14250,3732,218150,9904,5711374,3401296,9112670.0,44344.0,8995028.0,52906.0
2021-10-29,HP,-209369,3,232,-3652047.0,2469,41875,0,193206.85714285713,3723.714285714286,217630.0,3118962.0,5704974.0,3290053.0,Mandi,0,0,0,0,0,0,0,31519,446,30897,35978,774504,462692,999518,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,31581,447,30961,479,775103,476207,2021-10-29 19:00:00+05:30,7300000,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,14250,3732,218150,9904,5711374,3401296,9112670.0,44344.0,8995028.0,1251310.0
2021-10-29,HP,-209369,3,232,-3652047.0,2469,41875,0,193206.85714285713,3723.714285714286,217630.0,3118962.0,5704974.0,3290053.0,Shimla,0,0,0,0,0,0,0,27484,639,26744,28302,676903,387937,813384,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,27529,641,26771,586,678011,404922,2021-10-29 19:00:00+05:30,7300000,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,14250,3732,218150,9904,5711374,3401296,9112670.0,44344.0,8995028.0,1082933.0
2021-10-29,HP,-209369,3,232,-3652047.0,2469,41875,0,193206.85714285713,3723.714285714286,217630.0,3118962.0,5704974.0,3290053.0,Sirmaur,0,0,0,0,0,0,0,15455,211,15244,36519,422864,194327,530164,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,15456,211,15244,250,423517,204358,2021-10-29 19:00:00+05:30,7300000,2021-10-29 19:00:00+05:30,https://twitter.com/nhm_hp,,14250,3732,218150,9904,5711374,3401296,9112670.0,44344.0,8995028.0,627875.0
