Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict
2021-10-29,AS,322.0,3.0,278.0,0,49417.0,140759.0,0,609242.8571428572,5981.0,599394.0,,19981251.0,7510229.0,Airport Quarantine,0,0,0,0,0,0,0,,,,,,,0,,,,,,,,0,0,2021-10-30 21:28:01.393615,34293000,,,,610150,5992,600367,,20106426,7902275,28008701.0,190176.0,27491480.0,
2021-10-29,AS,322.0,3.0,278.0,0,49417.0,140759.0,0,609242.8571428572,5981.0,599394.0,,19981251.0,7510229.0,Baksa,0,0,0,0,0,0,0,,,,,,,953773,,,,,,,,553713,134589,2021-10-30 21:28:01.393615,34293000,,,,610150,5992,600367,,20106426,7902275,28008701.0,190176.0,27491480.0,688302.0
2021-10-29,AS,322.0,3.0,278.0,0,49417.0,140759.0,0,609242.8571428572,5981.0,599394.0,,19981251.0,7510229.0,Barpeta,0,0,0,0,0,0,0,,,,,,,1693190,,,,,,,,1093400,440517,2021-10-30 21:28:01.393615,34293000,,,,610150,5992,600367,,20106426,7902275,28008701.0,190176.0,27491480.0,1533917.0
2021-10-29,AS,,,,0,,,0,609242.8571428572,5981.0,599394.0,,19981251.0,7510229.0,Biswanath,0,0,0,0,0,0,0,,,,,,,612491,,,,,,,,454524,206362,2021-10-30 21:28:01.393615,34293000,,,,610150,5992,600367,,20106426,7902275,28008701.0,190176.0,27491480.0,660886.0
2021-10-29,AS,,,,0,,,0,609242.8571428572,5981.0,599394.0,,19981251.0,7510229.0,Bongaigaon,0,0,0,0,0,0,0,,,,,,,732639,,,,,,,,492829,179533,2021-10-30 21:28:01.393615,34293000,,,,610150,5992,600367,,20106426,7902275,28008701.0,190176.0,27491480.0,672362.0
2021-10-29,AS,,,,0,,,0,609242.8571428572,5981.0,599394.0,,19981251.0,7510229.0,Cachar,0,0,0,0,0,0,0,,,,,,,1736319,,,,,,,,1094844,398391,2021-10-30 21:28:01.393615,34293000,,,,610150,5992,600367,,20106426,7902275,28008701.0,190176.0,27491480.0,1493235.0
2021-10-29,AS,,,,0,,,0,609242.8571428572,5981.0,599394.0,,19981251.0,7510229.0,Charaideo,0,0,0,0,0,0,0,,,,,,,0,,,,,,,,308735,108763,2021-10-30 21:28:01.393615,34293000,,,,610150,5992,600367,,20106426,7902275,28008701.0,190176.0,27491480.0,417498.0
2021-10-29,AS,,,,0,,,0,609242.8571428572,5981.0,599394.0,,19981251.0,7510229.0,Chirang,0,0,0,0,0,0,0,,,,,,,481818,,,,,,,,288409,101061,2021-10-30 21:28:01.393615,34293000,,,,610150,5992,600367,,20106426,7902275,28008701.0,190176.0,27491480.0,389470.0
2021-10-29,AS,,,,0,,,0,609242.8571428572,5981.0,599394.0,,19981251.0,7510229.0,Darrang,0,0,0,0,0,0,0,,,,,,,908090,,,,,,,,593574,179401,2021-10-30 21:28:01.393615,34293000,,,,610150,5992,600367,,20106426,7902275,28008701.0,190176.0,27491480.0,772975.0
2021-10-29,AS,,,,0,,,0,609242.8571428572,5981.0,599394.0,,19981251.0,7510229.0,Dhemaji,0,0,0,0,0,0,0,,,,,,,688077,,,,,,,,431224,181713,2021-10-30 21:28:01.393615,34293000,,,,610150,5992,600367,,20106426,7902275,28008701.0,190176.0,27491480.0,612937.0
