Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict
2021-10-29,AP,-2065.0,4.0,-1975.0,0,173191.0,301949.0,0,2064024.5714285714,14355.142857142857,2044815.0,,32200244.0,19146450.0,Anantapur,0,0,0,0,0,0,0,157814.0,1093.0,156662.0,,2629999.0,1517085.0,4083315,,,,157839,1093,156694,,2672680,1585409,,52221000,,,,2063170,14369,2044152,,32813511,20071931,52885442.0,475140.0,51346694.0,4258089.0
2021-10-29,AP,-2065.0,4.0,-1975.0,0,173191.0,301949.0,0,2064024.5714285714,14355.142857142857,2044815.0,,32200244.0,19146450.0,Chittoor,0,0,0,0,0,0,0,246574.0,1943.0,243717.0,,2792022.0,1726331.0,4170468,,,,246871,1946,244057,,2824358,1784877,,52221000,,,,2063170,14369,2044152,,32813511,20071931,52885442.0,475140.0,51346694.0,4609235.0
2021-10-29,AP,-2065.0,4.0,-1975.0,0,173191.0,301949.0,0,2064024.5714285714,14355.142857142857,2044815.0,,32200244.0,19146450.0,East Godavari,0,0,0,0,0,0,0,293405.0,1290.0,291231.0,,3509519.0,1851937.0,5151549,,,,293749,1290,291489,,3527530,1961608,,52221000,,,,2063170,14369,2044152,,32813511,20071931,52885442.0,475140.0,51346694.0,5489138.0
2021-10-29,AP,-2065.0,4.0,-1975.0,0,173191.0,301949.0,0,2064024.5714285714,14355.142857142857,2044815.0,,32200244.0,19146450.0,Guntur,0,0,0,0,0,0,0,,,,,,,4889230,,,,178035,1237,176431,,3403998,1864769,,52221000,,,,2063170,14369,2044152,,32813511,20071931,52885442.0,475140.0,51346694.0,5268767.0
2021-10-29,AP,-2065.0,4.0,-1975.0,0,173191.0,301949.0,0,2064024.5714285714,14355.142857142857,2044815.0,,32200244.0,19146450.0,Y.S.R. Kadapa,0,0,0,0,0,0,0,,,,,,,2884524,,,,115611,644,114879,,1814189,1310508,,52221000,,,,2063170,14369,2044152,,32813511,20071931,52885442.0,475140.0,51346694.0,3124697.0
2021-10-29,AP,-2065.0,4.0,-1975.0,0,173191.0,301949.0,0,2064024.5714285714,14355.142857142857,2044815.0,,32200244.0,19146450.0,Krishna,0,0,0,0,0,0,0,119074.14285714286,1424.4285714285713,116832.28571428571,,2923359.714285714,1755106.2857142857,4529009,,,,119302,1429,117059,,2961320,1867058,,52221000,,,,2063170,14369,2044152,,32813511,20071931,52885442.0,475140.0,51346694.0,4828378.0
2021-10-29,AP,-2065.0,4.0,-1975.0,0,173191.0,301949.0,0,2064024.5714285714,14355.142857142857,2044815.0,,32200244.0,19146450.0,Kurnool,0,0,0,0,0,0,0,124122.42857142857,853.0,123244.57142857143,,2567018.285714286,1244804.7142857143,4046601,,,,124136,853,123261,,2650365,1275476,,52221000,,,,2063170,14369,2044152,,32813511,20071931,52885442.0,475140.0,51346694.0,3925841.0
2021-10-29,AP,-2065.0,4.0,-1975.0,0,173191.0,301949.0,0,2064024.5714285714,14355.142857142857,2044815.0,,32200244.0,19146450.0,S.P.S. Nellore,0,0,0,0,0,0,0,,,,,,,2966082,,,,146354,1052,144896,,2133410,1391766,,52221000,,,,2063170,14369,2044152,,32813511,20071931,52885442.0,475140.0,51346694.0,3525176.0
2021-10-29,AP,-2065.0,4.0,-1975.0,0,173191.0,301949.0,0,2064024.5714285714,14355.142857142857,2044815.0,,32200244.0,19146450.0,Prakasam,0,0,0,0,0,0,0,138420.0,1122.857142857143,136791.85714285713,,2230753.8571428573,1438145.7142857143,3392764,,,,138476,1124,136952,,2305001,1500068,,52221000,,,,2063170,14369,2044152,,32813511,20071931,52885442.0,475140.0,51346694.0,3805069.0
2021-10-29,AP,-2065.0,4.0,-1975.0,0,173191.0,301949.0,0,2064024.5714285714,14355.142857142857,2044815.0,,32200244.0,19146450.0,Srikakulam,0,0,0,0,0,0,0,,,,,,,2699471,,,,123090,786,122116,,1627719,959579,,52221000,,,,2063170,14369,2044152,,32813511,20071931,52885442.0,475140.0,51346694.0,2587298.0
2021-10-29,AP,-2065.0,4.0,-1975.0,0,173191.0,301949.0,0,2064024.5714285714,14355.142857142857,2044815.0,,32200244.0,19146450.0,Visakhapatnam,0,0,0,0,0,0,0,,,,,,,4288113,,,,157710,1127,156462,,2989967,1832268,,52221000,,,,2063170,14369,2044152,,32813511,20071931,52885442.0,475140.0,51346694.0,4822235.0
2021-10-29,AP,-2065.0,4.0,-1975.0,0,173191.0,301949.0,0,2064024.5714285714,14355.142857142857,2044815.0,,32200244.0,19146450.0,Vizianagaram,0,0,0,0,0,0,0,,,,,,,2342868,,,,82960,671,82220,,1387886,977981,,52221000,,,,2063170,14369,2044152,,32813511,20071931,52885442.0,475140.0,51346694.0,2365867.0
2021-10-29,AP,-2065.0,4.0,-1975.0,0,173191.0,301949.0,0,2064024.5714285714,14355.142857142857,2044815.0,,32200244.0,19146450.0,West Godavari,0,0,0,0,0,0,0,,,,,,,3934782,,,,179037,1117,177636,,2515088,1760564,,52221000,,,,2063170,14369,2044152,,32813511,20071931,52885442.0,475140.0,51346694.0,4275652.0
