Date,State/UTCode,District,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinatedNumberForDistrict,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState
2021-10-29,JH,Bokaro,19460,286,19170,11798.0,986333,324563,1310896,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Chatra,6033,53,5977,,452783,123104,575887,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Deoghar,10835,113,10721,6951.0,566583,225539,792122,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Dhanbad,16587,382,16194,,1179664,439774,1619438,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Dumka,4636,47,4588,5400.0,635566,224081,859647,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,East Singhbhum,51969,1046,50901,,1422408,655967,2078375,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Garhwa,6895,94,6800,,448611,143342,591953,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Giridih,8964,130,8834,11132.0,989800,294637,1284437,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Godda,5840,87,5753,10980.0,525776,194108,719884,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Gumla,9900,38,9857,,386729,154643,541372,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Hazaribagh,19593,186,19404,,863282,312536,1175818,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Jamtara,5599,61,5534,2880.0,379097,134550,513647,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Khunti,7820,96,7724,3852.0,226747,106285,333032,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Koderma,12872,136,12736,,362861,139807,502668,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Latehar,7871,57,7814,,292142,83036,375178,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Lohardaga,6709,88,6621,7526.0,172535,62496,235031,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Pakur,2552,12,2539,6429.0,373388,104930,478318,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Palamu,12294,110,12184,,777941,297352,1075293,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Ramgarh,13923,197,13714,,520907,183440,704347,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Ranchi,86097,1585,84492,,1503026,646065,2149091,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Sahibganj,4834,42,4792,5029.0,428238,129512,557750,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Saraikela-Kharsawan,7207,67,7137,161796.0,503290,165907,669197,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,Simdega,7193,92,7101,,277148,111531,388679,348736,5138,343505,15915243.0,14902725,5479639,20382364
2021-10-29,JH,West Singhbhum,13053,133,12918,,627870,222434,850304,348736,5138,343505,15915243.0,14902725,5479639,20382364
