Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict
2021-10-29,UT,7,0,7,0,4216,46338,0,343845.4285714286,7399.142857142857,330147.0,,7461705.0,3725598.0,Almora,0,0,0,0,0,0,0,12186,196,11374,,377758,208462,621927,,,,12190,196,11378,,378083,213297,2021-10-31T02:58:57.031483+05:30,11141000,,,,343876,7400,330180,,7473332,3844502,11317834.0,50554.0,11187303.0,591380.0
2021-10-29,UT,7,0,7,0,4216,46338,0,343845.4285714286,7399.142857142857,330147.0,,7461705.0,3725598.0,Bageshwar,0,0,0,0,0,0,0,5763,60,5678,,183162,126455,259840,,,,5764,60,5678,,183321,129301,2021-10-31T02:58:57.031483+05:30,11141000,,,,343876,7400,330180,,7473332,3844502,11317834.0,50554.0,11187303.0,312622.0
2021-10-29,UT,7,0,7,0,4216,46338,0,343845.4285714286,7399.142857142857,330147.0,,7461705.0,3725598.0,Chamoli,0,0,0,0,0,0,0,12239,62,11970,,273242,182772,391114,,,,12242,62,11972,,273744,189941,2021-10-31T02:58:57.031483+05:30,11141000,,,,343876,7400,330180,,7473332,3844502,11317834.0,50554.0,11187303.0,463685.0
2021-10-29,UT,7,0,7,0,4216,46338,0,343845.4285714286,7399.142857142857,330147.0,,7461705.0,3725598.0,Champawat,0,0,0,0,0,0,0,7601,53,7358,,182864,115529,259315,,,,7602,53,7358,,183204,118131,2021-10-31T02:58:57.031483+05:30,11141000,,,,343876,7400,330180,,7473332,3844502,11317834.0,50554.0,11187303.0,301335.0
2021-10-29,UT,7,0,7,0,4216,46338,0,343845.4285714286,7399.142857142857,330147.0,,7461705.0,3725598.0,Dehradun,0,0,0,0,0,0,0,112340,3520,108118,,1461591,760149,1698560,,,,112353,3521,108129,,1464195,781365,2021-10-31T02:58:57.031483+05:30,11141000,,,,343876,7400,330180,,7473332,3844502,11317834.0,50554.0,11187303.0,2245560.0
2021-10-29,UT,7,0,7,0,4216,46338,0,343845.4285714286,7399.142857142857,330147.0,,7461705.0,3725598.0,Haridwar,0,0,0,0,0,0,0,51492,1018,49090,,1453614,600435,1927029,,,,51495,1019,49095,,1455399,624967,2021-10-31T02:58:57.031483+05:30,11141000,,,,343876,7400,330180,,7473332,3844502,11317834.0,50554.0,11187303.0,2080366.0
2021-10-29,UT,7,0,7,0,4216,46338,0,343845.4285714286,7399.142857142857,330147.0,,7461705.0,3725598.0,Nainital,0,0,0,0,0,0,0,39224,944,38131,,721417,387558,955128,,,,39227,944,38136,,722492,394871,2021-10-31T02:58:57.031483+05:30,11141000,,,,343876,7400,330180,,7473332,3844502,11317834.0,50554.0,11187303.0,1117363.0
2021-10-29,UT,7,0,7,0,4216,46338,0,343845.4285714286,7399.142857142857,330147.0,,7461705.0,3725598.0,Pauri Garhwal,0,0,0,0,0,0,0,17684,315,16665,,429975,220369,686527,,,,17686,315,16668,,430977,226677,2021-10-31T02:58:57.031483+05:30,11141000,,,,343876,7400,330180,,7473332,3844502,11317834.0,50554.0,11187303.0,657654.0
2021-10-29,UT,7,0,7,0,4216,46338,0,343845.4285714286,7399.142857142857,330147.0,,7461705.0,3725598.0,Pithoragarh,0,0,0,0,0,0,0,10257,181,9958,,318035,176861,485993,,,,10259,181,9961,,318476,182282,2021-10-31T02:58:57.031483+05:30,11141000,,,,343876,7400,330180,,7473332,3844502,11317834.0,50554.0,11187303.0,500758.0
2021-10-29,UT,7,0,7,0,4216,46338,0,343845.4285714286,7399.142857142857,330147.0,,7461705.0,3725598.0,Rudraprayag,0,0,0,0,0,0,0,8800,106,8533,,170659,109611,236857,,,,8800,106,8534,,170843,112498,2021-10-31T02:58:57.031483+05:30,11141000,,,,343876,7400,330180,,7473332,3844502,11317834.0,50554.0,11187303.0,283341.0
2021-10-29,UT,7,0,7,0,4216,46338,0,343845.4285714286,7399.142857142857,330147.0,,7461705.0,3725598.0,Tehri Garhwal,0,0,0,0,0,0,0,15835,108,14827,,380207,197146,616409,,,,15835,108,14827,,381324,204448,2021-10-31T02:58:57.031483+05:30,11141000,,,,343876,7400,330180,,7473332,3844502,11317834.0,50554.0,11187303.0,585772.0
2021-10-29,UT,7,0,7,0,4216,46338,0,343845.4285714286,7399.142857142857,330147.0,,7461705.0,3725598.0,Udham Singh Nagar,0,0,0,0,0,0,0,37875,761,36313,,1275415,485717,1648367,,,,37875,761,36315,,1276998,507272,2021-10-31T02:58:57.031483+05:30,11141000,,,,343876,7400,330180,,7473332,3844502,11317834.0,50554.0,11187303.0,1784270.0
2021-10-29,UT,7,0,7,0,4216,46338,0,343845.4285714286,7399.142857142857,330147.0,,7461705.0,3725598.0,Uttarkashi,0,0,0,0,0,0,0,12546,74,12129,,233761,154529,329686,,,,12548,74,12129,,234276,159452,2021-10-31T02:58:57.031483+05:30,11141000,,,,343876,7400,330180,,7473332,3844502,11317834.0,50554.0,11187303.0,393728.0
