,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2021-10-29,OR,Angul,,,,43919,393,43503,,,,,,1008974,8329,997167,
1,2021-10-29,OR,Balasore,,,,40782,294,40375,,,,,,1008974,8329,997167,
2,2021-10-29,OR,Bargarh,,,,31126,335,30761,,,,,,1008974,8329,997167,
3,2021-10-29,OR,Bhadrak,,,,26477,146,26253,,,,,,1008974,8329,997167,
4,2021-10-29,OR,Balangir,,,,23397,126,23257,,,,,,1008974,8329,997167,
5,2021-10-29,OR,Boudh,,,,12634,112,12488,,,,,,1008974,8329,997167,
6,2021-10-29,OR,Cuttack,,,,94577,853,93375,,,,,,1008974,8329,997167,
7,2021-10-29,OR,Deogarh,,,,6551,50,6457,,,,,,1008974,8329,997167,
8,2021-10-29,OR,Dhenkanal,,,,19866,243,19598,,,,,,1008974,8329,997167,
9,2021-10-29,OR,Gajapati,,,,9652,83,9555,,,,,,1008974,8329,997167,
10,2021-10-29,OR,Ganjam,,,,33841,477,33340,,,,,,1008974,8329,997167,
11,2021-10-29,OR,Jagatsinghpur,,,,27911,316,27498,,,,,,1008974,8329,997167,
12,2021-10-29,OR,Jajpur,,,,43726,171,43453,,,,,,1008974,8329,997167,
13,2021-10-29,OR,Jharsuguda,,,,23860,176,23673,,,,,,1008974,8329,997167,
14,2021-10-29,OR,Kalahandi,,,,24312,210,24082,,,,,,1008974,8329,997167,
15,2021-10-29,OR,Kandhamal,,,,11537,83,11453,,,,,,1008974,8329,997167,
16,2021-10-29,OR,Kendrapara,,,,24852,251,24537,,,,,,1008974,8329,997167,
17,2021-10-29,OR,Kendujhar,,,,20979,173,20796,,,,,,1008974,8329,997167,
18,2021-10-29,OR,Khordha,,,,175085,1540,171695,,,,,,1008974,8329,997167,
19,2021-10-29,OR,Koraput,,,,19136,78,19042,,,,,,1008974,8329,997167,
20,2021-10-29,OR,Malkangiri,,,,11667,46,11610,,,,,,1008974,8329,997167,
21,2021-10-29,OR,Mayurbhanj,,,,40825,282,40408,,,,,,1008974,8329,997167,
22,2021-10-29,OR,Nabarangapur,,,,23549,84,23461,,,,,,1008974,8329,997167,
23,2021-10-29,OR,Nayagarh,,,,23503,210,23258,,,,,,1008974,8329,997167,
24,2021-10-29,OR,Nuapada,,,,22923,84,22800,,,,,,1008974,8329,997167,
25,2021-10-29,OR,Puri,,,,45416,455,44896,,,,,,1008974,8329,997167,
26,2021-10-29,OR,Rayagada,,,,20218,167,19978,,,,,,1008974,8329,997167,
27,2021-10-29,OR,Sambalpur,,,,31638,240,31291,,,,,,1008974,8329,997167,
28,2021-10-29,OR,Subarnapur,,,,13187,61,13115,,,,,,1008974,8329,997167,
29,2021-10-29,OR,Sundargarh,,,,61828,590,61159,,,,,,1008974,8329,997167,
