Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict,deltaVaccinatedForState,delta7ConfirmedForState,delta7DeceasedForState,delta7RecoveredForState,delta7VaccinatedForState,delta7TestedForState,delta7ConfirmedForDistrict,delta7DeceasedForDistrict,delta7RecoveredForDistrict,delta7VaccinatedForDistrict,delta21_14ConfirmedForState,delta21_14ConfirmedForDistrict,7DmaVaccinatedForState,7DmaVaccinatedForDistrict
2021-10-29,BR,6,0,7,200234.0,136870,224683,0,726062.0,9661.0,716363.0,49324321.0,48743389.0,16473647.0,Araria,0,0,0,0,4327,7372,0,0,0,14859,0,0,0,2806200,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,14978,116,14859,,1165683,387031,2021-10-29 21:28:00+05:30,119520000,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,726085,9661,716379,50079917,49636932,18012689,67649621.0,1552714.0,11699.0,361553.0,40,0,25,3346231.0,1216846.0,3,0,0,,38,0.0,65217036.0,0
2021-10-29,BR,6,0,7,200234.0,136870,224683,0,726062.0,9661.0,716363.0,49324321.0,48743389.0,16473647.0,Arwal,0,0,0,0,365,1675,0,0,0,7307,0,0,0,700843,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,7381,74,7307,,344546,113346,2021-10-29 21:28:00+05:30,119520000,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,726085,9661,716379,50079917,49636932,18012689,67649621.0,457892.0,2040.0,361553.0,40,0,25,3346231.0,1216846.0,0,0,0,,38,0.0,65217036.0,0
2021-10-29,BR,6,0,7,200234.0,136870,224683,0,726062.0,9661.0,716363.0,49324321.0,48743389.0,16473647.0,Aurangabad,0,0,0,0,3386,5016,0,0,0,19936,0,0,0,2511243,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,20011,75,19936,,1129228,402308,2021-10-29 21:28:00+05:30,119520000,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,726085,9661,716379,50079917,49636932,18012689,67649621.0,1531536.0,8402.0,361553.0,40,0,25,3346231.0,1216846.0,0,0,0,,38,0.0,65217036.0,0
2021-10-29,BR,6,0,7,200234.0,136870,224683,0,726062.0,9661.0,716363.0,49324321.0,48743389.0,16473647.0,Banka,0,0,0,0,3435,3667,0,0,0,7267,0,0,0,2029339,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,7379,112,7267,,930545,345192,2021-10-29 21:28:00+05:30,119520000,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,726085,9661,716379,50079917,49636932,18012689,67649621.0,1275737.0,7102.0,361553.0,40,0,25,3346231.0,1216846.0,0,0,0,,38,0.0,65217036.0,0
2021-10-29,BR,6,0,7,200234.0,136870,224683,0,726062.0,9661.0,716363.0,49324321.0,48743389.0,16473647.0,Begusarai,0,0,0,0,1251,3522,0,0,0,26749,0,0,0,2954367,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,27211,457,26753,,1425946,473010,2021-10-29 21:28:00+05:30,119520000,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,726085,9661,716379,50079917,49636932,18012689,67649621.0,1898956.0,4773.0,361553.0,40,0,25,3346231.0,1216846.0,2,0,6,,38,8.0,65217036.0,0
2021-10-29,BR,6,0,7,200234.0,136870,224683,0,726062.0,9661.0,716363.0,49324321.0,48743389.0,16473647.0,Bhagalpur,0,0,0,0,5511,8667,0,0,0,25530,0,0,0,3032226,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,25840,309,25530,,1491120,643303,2021-10-29 21:28:00+05:30,119520000,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,726085,9661,716379,50079917,49636932,18012689,67649621.0,2134423.0,14178.0,361553.0,40,0,25,3346231.0,1216846.0,1,0,0,,38,1.0,65217036.0,0
2021-10-29,BR,6,0,7,200234.0,136870,224683,0,726062.0,9661.0,716363.0,49324321.0,48743389.0,16473647.0,Bhojpur,0,0,0,0,5271,8071,0,0,0,10051,0,0,0,2720155,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,10210,159,10051,,1284368,371998,2021-10-29 21:28:00+05:30,119520000,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,726085,9661,716379,50079917,49636932,18012689,67649621.0,1656366.0,13342.0,361553.0,40,0,25,3346231.0,1216846.0,0,0,0,,38,1.0,65217036.0,0
2021-10-29,BR,6,0,7,200234.0,136870,224683,0,726062.0,9661.0,716363.0,49324321.0,48743389.0,16473647.0,Buxar,0,0,0,0,1808,4298,0,0,0,9066,0,0,0,1707643,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,9248,182,9066,,904633,315534,2021-10-29 21:28:00+05:30,119520000,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,726085,9661,716379,50079917,49636932,18012689,67649621.0,1220167.0,6106.0,361553.0,40,0,25,3346231.0,1216846.0,0,0,0,,38,0.0,65217036.0,0
2021-10-29,BR,6,0,7,200234.0,136870,224683,0,726062.0,9661.0,716363.0,49324321.0,48743389.0,16473647.0,Darbhanga,0,0,0,0,4108,9537,0,0,0,10566,0,0,0,3921971,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,10937,370,10567,,1863780,729306,2021-10-29 21:28:00+05:30,119520000,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,726085,9661,716379,50079917,49636932,18012689,67649621.0,2593086.0,13645.0,361553.0,40,0,25,3346231.0,1216846.0,0,0,1,,38,0.0,65217036.0,0
2021-10-29,BR,6,0,7,200234.0,136870,224683,0,726062.0,9661.0,716363.0,49324321.0,48743389.0,16473647.0,Gaya,0,0,0,0,6000,6165,0,0,0,33671,0,0,0,4379383,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,33952,280,33672,,1920325,716790,2021-10-29 21:28:00+05:30,119520000,2021-10-29 21:28:00+05:30,https://twitter.com/BiharHealthDept,,726085,9661,716379,50079917,49636932,18012689,67649621.0,2637115.0,-825477.0,361553.0,40,0,25,3346231.0,1216846.0,14937,-150,15087,,38,1.0,65217036.0,0
