Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict,deltaVaccinatedForState,delta7ConfirmedForState,delta7DeceasedForState,delta7RecoveredForState,delta7VaccinatedForState,delta7TestedForState,delta7ConfirmedForDistrict,delta7DeceasedForDistrict,delta7RecoveredForDistrict,delta7VaccinatedForDistrict,delta21_14ConfirmedForState,delta21_14ConfirmedForDistrict,7DmaVaccinatedForState,7DmaVaccinatedForDistrict
2021-10-29,MH,-4964543.0,-96846.0,-4966735.0,0,251212.0,199821.0,0,6603965.0,140043.0,6437959.0,61980148.0,65911265.0,29951718.0,Mumbai,-500444,-6006,-506588,0,15111,36551,0,0,0,730977,0,0,0,12442373,,,,255360,10229,225526,,9095761,5523510,2021-10-31T02:58:36.233660+05:30,122153000,,,,1643411,43288,1478719,,66905802,30748539,97654341.0,14619271.0,11292144.0,451033.0,-4956439.0,-96677.0,-4953419.0,3074814.0,,-82867.0,3223.0,-103356.0,,15337,3289.0,95862983.0,0
2021-10-29,MH,-4964543.0,-96846.0,-4966735.0,0,251212.0,199821.0,0,6603965.0,140043.0,6437959.0,61980148.0,65911265.0,29951718.0,Thane,-387815,-6127,-397906,0,18026,18794,0,0,0,594169,0,0,0,11060148,,,,221770,5316,197196,,5462362,2725184,2021-10-31T02:58:36.233660+05:30,122153000,,,,1643411,43288,1478719,,66905802,30748539,97654341.0,8187546.0,7081193.0,451033.0,-4956439.0,-96677.0,-4953419.0,3074814.0,,163011.0,3891.0,139889.0,,15337,1778.0,95862983.0,0
2021-10-29,MH,-4964543.0,-96846.0,-4966735.0,0,251212.0,199821.0,0,6603965.0,140043.0,6437959.0,61980148.0,65911265.0,29951718.0,Palghar,-95186,-2332,-95290,0,4550,4743,0,0,0,134027,0,0,0,2990116,,,,42764,950,38830,,1863957,669311,2021-10-31T02:58:36.233660+05:30,122153000,,,,1643411,43288,1478719,,66905802,30748539,97654341.0,2533268.0,757201.0,451033.0,-4956439.0,-96677.0,-4953419.0,3074814.0,,-53462.0,-644.0,-55788.0,,15337,321.0,95862983.0,0
2021-10-29,MH,-4964543.0,-96846.0,-4966735.0,0,251212.0,199821.0,0,6603965.0,140043.0,6437959.0,61980148.0,65911265.0,29951718.0,Raigad,-136600,-3150,-136814,0,2803,4641,0,0,0,190472,0,0,0,2635394,,,,59260,1396,53834,,1856154,767986,2021-10-31T02:58:36.233660+05:30,122153000,,,,1643411,43288,1478719,,66905802,30748539,97654341.0,2624140.0,152678.0,451033.0,-4956439.0,-96677.0,-4953419.0,3074814.0,,-95889.0,-2854.0,-96618.0,,15337,714.0,95862983.0,0
2021-10-29,MH,-4964543.0,-96846.0,-4966735.0,0,251212.0,199821.0,0,6603965.0,140043.0,6437959.0,61980148.0,65911265.0,29951718.0,Ratnagiri,-68957,-2104,-67955,0,1472,806,0,0,0,76159,0,0,0,1612672,,,,9954,374,8285,,917942,386930,2021-10-31T02:58:36.233660+05:30,122153000,,,,1643411,43288,1478719,,66905802,30748539,97654341.0,1304872.0,-305307.0,451033.0,-4956439.0,-96677.0,-4953419.0,3074814.0,,-93698.0,-2427.0,-92436.0,,15337,226.0,95862983.0,0
2021-10-29,MH,-4964543.0,-96846.0,-4966735.0,0,251212.0,199821.0,0,6603965.0,140043.0,6437959.0,61980148.0,65911265.0,29951718.0,Sindhudurg,-47758,-1299,-46723,0,837,813,0,0,0,50804,0,0,0,848868,,,,4986,133,4219,,524836,279031,2021-10-31T02:58:36.233660+05:30,122153000,,,,1643411,43288,1478719,,66905802,30748539,97654341.0,803867.0,-438138.0,451033.0,-4956439.0,-96677.0,-4953419.0,3074814.0,,-55093.0,-990.0,-54725.0,,15337,286.0,95862983.0,0
2021-10-29,MH,-4964543.0,-96846.0,-4966735.0,0,251212.0,199821.0,0,6603965.0,140043.0,6437959.0,61980148.0,65911265.0,29951718.0,Pune,-821894,-12928,-828884,0,12857,20740,0,0,0,1127379,0,0,0,9426959,,,,332354,6657,301501,,7828900,4240434,2021-10-31T02:58:36.233660+05:30,122153000,,,,1643411,43288,1478719,,66905802,30748539,97654341.0,12069334.0,10438173.0,451033.0,-4956439.0,-96677.0,-4953419.0,3074814.0,,246853.0,5861.0,216816.0,,15337,3220.0,95862983.0,0
2021-10-29,MH,-4964543.0,-96846.0,-4966735.0,0,251212.0,199821.0,0,6603965.0,140043.0,6437959.0,61980148.0,65911265.0,29951718.0,Satara,-203323,-5017,-202354,0,2462,4611,0,0,0,243152,0,0,0,3003922,,,,47113,1406,41040,,1961277,861124,2021-10-31T02:58:36.233660+05:30,122153000,,,,1643411,43288,1478719,,66905802,30748539,97654341.0,2822401.0,1040032.0,451033.0,-4956439.0,-96677.0,-4953419.0,3074814.0,,-41840.0,-154.0,-46292.0,,15337,606.0,95862983.0,0
2021-10-29,MH,-4964543.0,-96846.0,-4966735.0,0,251212.0,199821.0,0,6603965.0,140043.0,6437959.0,61980148.0,65911265.0,29951718.0,Sangli,-163144,-4086,-161627,0,1693,2608,0,0,0,203418,0,0,0,2820575,,,,46562,1526,42023,,1809528,800650,2021-10-31T02:58:36.233660+05:30,122153000,,,,1643411,43288,1478719,,66905802,30748539,97654341.0,2610178.0,1141262.0,451033.0,-4956439.0,-96677.0,-4953419.0,3074814.0,,397.0,872.0,-3473.0,,15337,362.0,95862983.0,0
2021-10-29,MH,-4964543.0,-96846.0,-4966735.0,0,251212.0,199821.0,0,6603965.0,140043.0,6437959.0,61980148.0,65911265.0,29951718.0,Kolhapur,-159552,-4241,-156273,0,3091,4324,0,0,0,200607,0,0,0,3874015,,,,47094,1606,44385,,2535470,1040693,2021-10-31T02:58:36.233660+05:30,122153000,,,,1643411,43288,1478719,,66905802,30748539,97654341.0,3576163.0,2812899.0,451033.0,-4956439.0,-96677.0,-4953419.0,3074814.0,,16656.0,937.0,14656.0,,15337,104.0,95862983.0,0
