Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict
2021-10-29,UP,8.0,0.0,12.0,0,386835.0,528403.0,0,1710106.7142857143,22899.285714285714,1687109.0,,96817271.0,30752720.0,Agra,0,0,0,0,0,0,0,,,,,2160330.4285714286,720773.5714285715,4380793,,,,,,,,2172289,740503,2021-10-30 21:28:01.393615,224979000,,,,1710133,22900,1687135,,97884398,32236249,130120647.0,915238.0,127569991.0,2912792.0
2021-10-29,UP,8.0,0.0,12.0,0,386835.0,528403.0,0,1710106.7142857143,22899.285714285714,1687109.0,,96817271.0,30752720.0,Aligarh,0,0,0,0,0,0,0,,,,,1570775.5714285714,466294.85714285716,3673849,,,,,,,,1587594,494542,2021-10-30 21:28:01.393615,224979000,,,,1710133,22900,1687135,,97884398,32236249,130120647.0,915238.0,127569991.0,2082136.0
2021-10-29,UP,8.0,0.0,12.0,0,386835.0,528403.0,0,1710106.7142857143,22899.285714285714,1687109.0,,96817271.0,30752720.0,Ambedkar Nagar,0,0,0,0,0,0,0,,,,,1122606.7142857143,329391.28571428574,2398709,,,,,,,,1132949,344827,2021-10-30 21:28:01.393615,224979000,,,,1710133,22900,1687135,,97884398,32236249,130120647.0,915238.0,127569991.0,1477776.0
2021-10-29,UP,8.0,0.0,12.0,0,386835.0,528403.0,0,1710106.7142857143,22899.285714285714,1687109.0,,96817271.0,30752720.0,Amethi,0,0,0,0,0,0,0,,,,,1003295.1428571428,352569.71428571426,2549935,,,,,,,,1012702,370746,2021-10-30 21:28:01.393615,224979000,,,,1710133,22900,1687135,,97884398,32236249,130120647.0,915238.0,127569991.0,1383448.0
2021-10-29,UP,8.0,0.0,12.0,0,386835.0,528403.0,0,1710106.7142857143,22899.285714285714,1687109.0,,96817271.0,30752720.0,Amroha,0,0,0,0,0,0,0,,,,,861816.1428571428,251000.0,1838771,,,,,,,,869902,262990,2021-10-30 21:28:01.393615,224979000,,,,1710133,22900,1687135,,97884398,32236249,130120647.0,915238.0,127569991.0,1132892.0
2021-10-29,UP,8.0,0.0,12.0,0,386835.0,528403.0,0,1710106.7142857143,22899.285714285714,1687109.0,,96817271.0,30752720.0,Auraiya,0,0,0,0,0,0,0,,,,,611137.8571428572,171659.85714285713,1372287,,,,,,,,614402,179831,2021-10-30 21:28:01.393615,224979000,,,,1710133,22900,1687135,,97884398,32236249,130120647.0,915238.0,127569991.0,794233.0
2021-10-29,UP,8.0,0.0,12.0,0,386835.0,528403.0,0,1710106.7142857143,22899.285714285714,1687109.0,,96817271.0,30752720.0,Ayodhya,0,0,0,0,0,0,0,,,,,1256766.2857142857,394599.14285714284,2468371,,,,,,,,1269095,413291,2021-10-30 21:28:01.393615,224979000,,,,1710133,22900,1687135,,97884398,32236249,130120647.0,915238.0,127569991.0,1682386.0
2021-10-29,UP,8.0,0.0,12.0,0,386835.0,528403.0,0,1710106.7142857143,22899.285714285714,1687109.0,,96817271.0,30752720.0,Azamgarh,0,0,0,0,0,0,0,,,,,2139964.5714285714,602133.1428571428,4616509,,,,,,,,2158302,629446,2021-10-30 21:28:01.393615,224979000,,,,1710133,22900,1687135,,97884398,32236249,130120647.0,915238.0,127569991.0,2787748.0
2021-10-29,UP,8.0,0.0,12.0,0,386835.0,528403.0,0,1710106.7142857143,22899.285714285714,1687109.0,,96817271.0,30752720.0,Baghpat,0,0,0,0,0,0,0,,,,,688152.4285714285,323451.85714285716,1302156,,,,,,,,691918,335169,2021-10-30 21:28:01.393615,224979000,,,,1710133,22900,1687135,,97884398,32236249,130120647.0,915238.0,127569991.0,1027087.0
2021-10-29,UP,8.0,0.0,12.0,0,386835.0,528403.0,0,1710106.7142857143,22899.285714285714,1687109.0,,96817271.0,30752720.0,Bahraich,0,0,0,0,0,0,0,,,,,1717794.5714285714,572811.2857142857,2384239,,,,,,,,1746117,629929,2021-10-30 21:28:01.393615,224979000,,,,1710133,22900,1687135,,97884398,32236249,130120647.0,915238.0,127569991.0,2376046.0
2021-10-29,UP,8.0,0.0,12.0,0,386835.0,528403.0,0,1710106.7142857143,22899.285714285714,1687109.0,,96817271.0,30752720.0,Ballia,0,0,0,0,0,0,0,,,,,1416902.2857142857,358699.4285714286,3223642,,,,,,,,1431427,382028,2021-10-30 21:28:01.393615,224979000,,,,1710133,22900,1687135,,97884398,32236249,130120647.0,915238.0,127569991.0,1813455.0
2021-10-29,UP,8.0,0.0,12.0,0,386835.0,528403.0,0,1710106.7142857143,22899.285714285714,1687109.0,,96817271.0,30752720.0,Balrampur,0,0,0,0,0,0,0,,,,,981910.7142857143,408106.28571428574,2149066,,,,,,,,992241,434526,2021-10-30 21:28:01.393615,224979000,,,,1710133,22900,1687135,,97884398,32236249,130120647.0,915238.0,127569991.0,1426767.0
2021-10-29,UP,8.0,0.0,12.0,0,386835.0,528403.0,0,1710106.7142857143,22899.285714285714,1687109.0,,96817271.0,30752720.0,Banda,0,0,0,0,0,0,0,,,,,772587.1428571428,214444.85714285713,1799541,,,,,,,,790088,230362,2021-10-30 21:28:01.393615,224979000,,,,1710133,22900,1687135,,97884398,32236249,130120647.0,915238.0,127569991.0,1020450.0
