"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons 
#"
"","1","Bagalakote","30","41025","10","40554","103","0","368","0"
"","2","Ballari","42","116367","49","114236","361","0","1768","2"
"","3","Belagavi","43","101131","70","99739","385","0","1005","2"
"","4","Bengaluru Rural","8","79849","42","78819","123","0","907","0"
"","5","Bengaluru urban","1058","1847622","1342","1823594","7049","0","16978","1"
"","6","Bidar","5","30000","4","29553","23","0","420","4"
"","7","Chamarajanagara","14","43865","19","43238","92","0","524","11"
"","8","Chikkaballapura","14","55820","15","55290","67","1","462","1"
"","9","Chikkamagaluru","0","57415","8","56980","28","0","407","0"
"","10","Chitradurga","2","46449","5","46191","19","0","239","0"
"","11","Dakshina 
Kannada","17","136378","18","134459","62","1","1847","10"
"","12","Davanagere","11","57834","25","57087","122","0","625","0"
"","13","Dharwada","39","85405","94","83810","199","0","1389","7"
"","14","Gadag","0","30660","10","30304","18","0","338","0"
"","15","Hassana","65","144495","57","143067","119","0","1307","2"
"","16","Haveri","15","26997","15","26278","49","0","670","0"
"","17","Kalaburagi","33","77119","38","76021","214","0","884","0"
"","18","Kodagu","12","49652","39","49156","143","0","352","1"
"","19","Kolara","29","63506","15","62776","64","0","666","0"
"","20","Koppala","20","41445","10","40829","77","0","539","0"
"","21  Mandya","","43","101894","25","101098","85","0","711","0"
"","22  Mysuru","","54","231092","94","228161","370","0","2561","0"
"","23","Raichuru","32","45750","12","45267","114","2","369","0"
"","24","Ramanagara","14","29910","5","29536","27","0","347","0"
"","25","Shivamogga","33","83721","11","82414","176","0","1130","1"
"","26","Tumakuru","17","160376","41","159037","119","0","1220","0"
"","27","Udupi","3","95941","6","95363","31","0","547","0"
"","28","Uttara Kannada","22","71530","29","70656","62","1","812","0"
"","29","Vijayapura","4","41119","6","40562","36","0","521","0"
"","30","Yadagiri","1","29991","0","29765","14","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","1680","4024394","2114","3973873","10351","5","40128","42"
"*
  
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
Date: 10-08-2022 
Page 5 of 11","","","","","","","","","",""
