"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","1","0","0","2048","17","2","1"
"East Jaintia Hills","0","0","0","2618","38","4","0"
"East Khasi Hills","0","2","0","47069","1075","17","9"
"Eastern West Khasi Hills","0","0","0","140","8","0","0"
"North Garo Hills","0","1","0","1880","9","0","0"
"Ri-Bhoi","1","1","0","10308","98","6","0"
"South Garo Hills","0","0","0","1343","13","0","0"
"South West Garo Hills","0","0","0","2094","20","4","0"
"South West Khasi Hills","0","0","0","2698","20","1","0"
"West Garo Hills","0","0","0","10719","80","2","1"
"West Jaintia Hills","0","1","0","7189","139","6","1"
"West Khasi Hills","1","0","0","5651","76","7","0"
"Total","3","5","0","93757","1593","49","12"
