,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10766,10637,129,2023-07-03,TT,44994325,531908,44460942,2023-07-04 10:08:57.533801,932600531,2023-07-02 00:00:00,22765,2206712312,1027412599,951979134,227320579,991264,347616,353285,290363,https://www.icmr.gov.in/,44,1,58,45,27,27,99,0,0,0,0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2340672,2325939,14733,2023-07-03,TT,44994325,531908,44460942,2023-07-04 10:08:57.533801,932600531,2023-07-02 00:00:00,22765,2206712312,1027412599,951979134,227320579,110957419,44704406,47578799,18674214,https://www.icmr.gov.in/,44,1,58,45,27,27,99,0,0,0,0,16,43,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,67046,66748,296,2023-07-03,TT,44994325,531908,44460942,2023-07-04 10:08:57.533801,932600531,2023-07-02 00:00:00,22765,2206712312,1027412599,951979134,227320579,1924584,961348,821819,141417,https://www.icmr.gov.in/,44,1,58,45,27,27,99,0,0,0,0,49,86,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746150,738108,8035,2023-07-03,TT,44994325,531908,44460942,2023-07-04 10:08:57.533801,932600531,2023-07-02 00:00:00,22765,2206712312,1027412599,951979134,227320579,50335778,24813013,22150254,3372511,https://www.icmr.gov.in/,44,1,58,45,27,27,99,0,0,0,0,12,24,0,,,1332900000,Assam,34293000
4,Bihar,855260,842942,12314,2023-07-03,TT,44994325,531908,44460942,2023-07-04 10:08:57.533801,932600531,2023-07-02 00:00:00,22765,2206712312,1027412599,951979134,227320579,157290028,73485555,67912267,15892206,https://www.icmr.gov.in/,44,1,58,45,27,27,99,0,0,2,2,353,537,1,,,1332900000,Bihar,119520000
5,Chandigarh,100690,99504,1185,2023-07-03,TT,44994325,531908,44460942,2023-07-04 10:08:57.533801,932600531,2023-07-02 00:00:00,22765,2206712312,1027412599,951979134,227320579,2291391,1185706,991061,114624,https://www.icmr.gov.in/,44,1,58,45,27,27,99,0,0,0,0,33,70,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1187684,1173489,14190,2023-07-03,TT,44994325,531908,44460942,2023-07-04 10:08:57.533801,932600531,2023-07-02 00:00:00,22765,2206712312,1027412599,951979134,227320579,49167939,21267795,20343760,7556384,https://www.icmr.gov.in/,44,1,58,45,27,27,99,0,0,0,0,407,836,5,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,2023-07-03,TT,44994325,531908,44460942,2023-07-04 10:08:57.533801,932600531,2023-07-02 00:00:00,22765,2206712312,1027412599,951979134,227320579,1580060,782353,636962,160745,https://www.icmr.gov.in/,44,1,58,45,27,27,99,0,0,0,0,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2040775,2014107,26665,2023-07-03,TT,44994325,531908,44460942,2023-07-04 10:08:57.533801,932600531,2023-07-02 00:00:00,22765,2206712312,1027412599,951979134,227320579,37408874,18297675,15717406,3393793,https://www.icmr.gov.in/,44,1,58,45,27,27,99,4,2,3,9,328,668,14,,,1332900000,Delhi,19814000
9,Goa,263306,259287,4014,2023-07-03,TT,44994325,531908,44460942,2023-07-04 10:08:57.533801,932600531,2023-07-02 00:00:00,22765,2206712312,1027412599,951979134,227320579,2874477,1440045,1295735,138697,https://www.icmr.gov.in/,44,1,58,45,27,27,99,0,0,0,0,435,645,0,,,1332900000,Goa,1540000
