"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19959","19658","34","267"
"2","Chengalpattu","243611","237994","2959","2658"
"3","Chennai","771464","755406","6989","9069"
"4","Coimbatore","332492","328965","910","2617"
"5","Cuddalore","74523","73472","156","895"
"6","Dharmapuri","36300","35947","70","283"
"7","Dindigul","37642","36867","110","665"
"8","Erode","133149","132171","244","734"
"9","Kallakurichi","36660","36346","99","215"
"10","Kancheepuram","96038","94211","525","1302"
"11","Kanyakumari","87648","86104","459","1085"
"12","Karur","29854","29428","54","372"
"13","Krishnagiri","59927","59418","139","370"
"14","Madurai","91744","90224","284","1236"
"15","Mayiladuthurai","26616","26217","69","330"
"16","Nagapattinam","25540","25116","49","375"
"17","Namakkal","68294","67607","153","534"
"18","Nilgiris","42368","42073","69","226"
"19","Perambalur","14684","14323","112","249"
"20","Pudukottai","34627","34097","104","426"
"21","Ramanathapuram","24779","24355","56","368"
"22","Ranipet","54518","53453","278","787"
"23","Salem","128038","125959","317","1762"
"24","Sivagangai","24185","23808","158","219"
"25","Tenkasi","33099","32380","229","490"
"26","Thanjavur","92436","91246","150","1040"
"27","Theni","50848","50155","160","533"
"28","Thirupathur","35800","35141","26","633"
"29","Thiruvallur","150059","147047","1073","1939"
"30","Thiruvannamalai","67187","66293","209","685"
"31","Thiruvarur","48173","47612","88","473"
"32","Thoothukudi","65916","65019","449","448"
"33","Tirunelveli","63972","62923","604","445"
"34","Tiruppur","130275","129061","162","1052"
"35","Trichy","96185","94429","595","1161"
"36","Vellore","57554","56307","84","1163"
"37","Villupuram","54966","54374","226","366"
"38","Virudhunagar","57461","56567","340","554"
"39","Airport Surveillance 
(International)","1368","1346","21","1"
"40","Airport Surveillance 
(Domestic)","1142","1135","6","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,01,529","34,44,682","18,819","38,028"
