"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","1","1","0","2043","17","10","1"
"East Jaintia Hills","3","1","0","2607","37","9","0"
"East Khasi Hills","1","6","0","47030","1073","27","12"
"Eastern West Khasi Hills","0","0","0","140","8","1","0"
"North Garo Hills","1","2","0","1877","9","11","1"
"Ri-Bhoi","1","2","0","10295","97","28","1"
"South Garo Hills","1","1","0","1337","12","2","0"
"South West Garo Hills","1","1","0","2088","20","3","0"
"South West Khasi Hills","0","0","0","2692","19","3","0"
"West Garo Hills","1","3","1","10696","80","10","1"
"West Jaintia Hills","3","2","0","7170","139","19","4"
"West Khasi Hills","0","4","0","5639","75","6","0"
"Total","13","23","1","93614","1586","129","20"
