"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","2713","1704","852","3","160"
"Bageshwar","1535","1094","383","0","62"
"Chamoli","1988","1025","893","1","71"
"Champawat","1404","625","762","0","20"
"Dehradun","25362","10405","14760","64","268"
"Haridwar","10444","6496","3830","11","137"
"Nainital","9622","6233","3423","10","26"
"Pauri Garhwal","4089","990","2169","8","929"
"Pithoragarh","1683","958","635","3","99"
"Rudraprayag","1465","515","868","0","82"
"Tehri Garhwal","1747","495","1070","0","189"
"U.S. Nagar","7310","6077","1026","3","228"
"Uttarkashi","1065","695","256","0","116"
"Total","70427","37312","30927","103","2387"
