District,Recovered,Deceased,Active
लखनऊ,290659,2682,2019
झ सी,43055,675,678
गौतम बिु नगर,96387,489,570
िाराणसी,96757,988,429
प्रय गर ज,86621,1103,374
लखीमपरु-खीरी,29347,298,357
गोरखपरु,65400,865,343
गाज़ियाबाद,83593,473,309
हरदोई,16782,364,303
र य बरेली,20825,346,279
कानपरु नगर,90981,1923,261
ब र बकंी,23274,226,222
श हजह ंपरु,24134,446,178
बरेली,49840,377,173
मरेठ,87758,930,164
मह र जगजं,14371,145,162
सीत परु,15467,187,158
सलु्त नपरु,16629,144,153
बद य,17743,101,144
लललतपरु,14395,131,140
अमरोह,19099,205,139
देवररय,22209,228,136
श्र वस्ती,5090,40,117
क नपरु देह त,6974,110,116
लसद्ध र् नगर,11375,102,116
बहर इच,13228,178,113
फतहेपरु,8079,141,109
गोंड,13958,284,105
उन्न व,16691,257,104
पीलीभीत,12560,203,103
अमठेी,11322,145,101
आजमगढ़,19285,234,101
जौनपरु,24177,244,97
कन्नौज,10641,124,97
मजुफ्फरनगर,38180,277,96
बलुदंशहर,26155,251,85
ज लौन,13674,207,85
अम्बडेकर नगर,5800,161,83
सोनभद्र,18503,257,81
भदोही,8360,165,79
आगरा,35316,464,74
गाजीपरु,23774,293,72
अलीगढ,25359,113,71
