District,Recovered,Deceased,Active
लखनऊ,293418,2694,363
गोरखपरु,65694,866,218
गौतम बिु नगर,97596,490,191
लखीमपरु-खीरी,29870,299,112
बाराबकंी,23556,225,103
गाज़ियाबाद,84183,473,92
प्रयागराज,87257,1110,66
राय बरेली,21226,347,59
िाराणसी,97480,988,56
हरदोई,17204,368,51
झासी,43818,675,46
लललतपरु,14673,134,45
मरेठ,88007,931,42
सलु्तानपरु,16818,144,40
बागपत,11027,143,34
कानपरु नगर,91449,1923,33
कुशीनगर,16200,235,30
आजमगढ़,19400,235,28
देवररया,22373,230,24
एटा,12081,100,23
अम्बडेकर नगर,5922,164,21
जौनपरु,24339,244,20
कन्नौज,10792,125,20
अमरोहा,19278,207,16
क्रिरोजाबाद,10546,136,16
प्रतापगढ़,16708,163,16
मथरुा,25563,406,15
सहारनपरु,38346,427,15
फरु्रखाबाद,11867,197,14
शाहजहांपरु,24377,447,14
आगरा,35665,464,13
बरेली,50074,377,12
बस्ती,12778,336,12
फतहेपरु,8272,141,12
गोंडा,14104,284,12
हमीरपरु,6050,102,11
मनैपरुी,11463,189,11
अलीगढ,25464,113,10
उन्नाव,16865,257,10
सोनभद्र,18638,257,9
बादा,12039,166,8
गाजीपरु,23865,295,8
जालौन,13839,208,8
