"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4463","4004","79","4","376"
"Bageshwar","2074","1982","6","0","86"
"Chamoli","3172","3024","41","3","104"
"Champawat","1879","1792","66","1","20"
"Dehradun","32537","31678","330","166","363"
"Haridwar","12871","12529","84","24","234"
"Nainital","11245","11125","54","29","37"
"Pauri Garhwal","5218","4120","118","17","963"
"Pithoragarh","2536","2344","54","4","134"
"Rudraprayag","2681","2521","34","2","124"
"Tehri Garhwal","2334","1990","20","5","319"
"U.S. Nagar","8761","8451","39","5","266"
"Uttarkashi","1626","1455","3","5","163"
"Total","91397","87015","928","265","3189"
