,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2021-12-20,ML,5.0,1.0,23.0,0,2027,2806,0,138,59.0,3.0,165.0,,26581.0,21549.0,0.0,East Garo Hills,3.0,0.0,3.0,,389.0,134.0,0,5,5.0,0.0,7.0,,3461.0,1154.0,0,317618,,,,1917,14,1897,,60526,35579,0,0,2021-12-21T11:40:27.588444+05:30,3224000,,,,84757,1479,83184,,1228083,876052,0,0,0.0,0
1,1,1,1,1,2021-12-20,ML,5.0,1.0,23.0,0,2027,2806,0,138,59.0,3.0,165.0,,26581.0,21549.0,0.0,East Jaintia Hills,0.0,0.0,1.0,,163.0,332.0,0,2,0.0,0.0,3.0,,611.0,1524.0,0,122436,,,,2446,32,2413,,69150,49842,0,0,2021-12-21T11:40:27.588444+05:30,3224000,,,,84757,1479,83184,,1228083,876052,0,0,0.0,0
2,2,2,2,2,2021-12-20,ML,5.0,1.0,23.0,0,2027,2806,0,138,59.0,3.0,165.0,,26581.0,21549.0,0.0,East Khasi Hills,9.0,1.0,27.0,,294.0,644.0,0,120,41.0,3.0,145.0,,3991.0,4686.0,0,824059,,,,41895,1005,40820,,333865,273615,0,0,2021-12-21T11:40:27.588444+05:30,3224000,,,,84757,1479,83184,,1228083,876052,0,0,0.0,0
3,3,3,3,3,2021-12-20,ML,5.0,1.0,23.0,0,2027,2806,0,138,59.0,3.0,165.0,,26581.0,21549.0,0.0,North Garo Hills,0.0,0.0,0.0,,320.0,340.0,0,0,0.0,0.0,0.0,,602.0,1075.0,0,118325,,,,1685,8,1677,,68141,44523,0,0,2021-12-21T11:40:27.588444+05:30,3224000,,,,84757,1479,83184,,1228083,876052,0,0,0.0,0
4,4,4,4,4,2021-12-20,ML,5.0,1.0,23.0,0,2027,2806,0,138,59.0,3.0,165.0,,26581.0,21549.0,0.0,Ri-Bhoi,,,,,,,0,2,7.0,0.0,1.0,,0.0,0.0,0,0,,,,9740,90,9643,,0,0,0,0,2021-12-21T11:40:27.588444+05:30,3224000,,,,84757,1479,83184,,1228083,876052,0,0,0.0,0
5,5,5,5,5,2021-12-20,ML,5.0,1.0,23.0,0,2027,2806,0,138,59.0,3.0,165.0,,26581.0,21549.0,0.0,South Garo Hills,0.0,0.0,0.0,,10.0,53.0,0,1,0.0,0.0,1.0,,226.0,306.0,0,142574,,,,1218,12,1206,,48738,29466,0,0,2021-12-21T11:40:27.588444+05:30,3224000,,,,84757,1479,83184,,1228083,876052,0,0,0.0,0
6,6,6,6,6,2021-12-20,ML,5.0,1.0,23.0,0,2027,2806,0,138,59.0,3.0,165.0,,26581.0,21549.0,0.0,South West Garo Hills,0.0,0.0,0.0,,21.0,51.0,0,0,0.0,0.0,0.0,,3929.0,1866.0,0,172495,,,,1873,18,1855,,86042,58015,0,0,2021-12-21T11:40:27.588444+05:30,3224000,,,,84757,1479,83184,,1228083,876052,0,0,0.0,0
7,7,7,7,7,2021-12-20,ML,5.0,1.0,23.0,0,2027,2806,0,138,59.0,3.0,165.0,,26581.0,21549.0,0.0,South West Khasi Hills,0.0,0.0,0.0,,62.0,115.0,0,0,1.0,0.0,0.0,,526.0,807.0,0,110152,,,,2550,17,2532,,35857,24670,0,0,2021-12-21T11:40:27.588444+05:30,3224000,,,,84757,1479,83184,,1228083,876052,0,0,0.0,0
8,8,8,8,8,2021-12-20,ML,5.0,1.0,23.0,0,2027,2806,0,138,59.0,3.0,165.0,,26581.0,21549.0,0.0,West Garo Hills,1.0,0.0,4.0,,236.0,373.0,0,3,4.0,0.0,5.0,,2633.0,3007.0,0,642923,,,,9089,73,9011,,229182,162379,0,0,2021-12-21T11:40:27.588444+05:30,3224000,,,,84757,1479,83184,,1228083,876052,0,0,0.0,0
9,9,9,9,9,2021-12-20,ML,5.0,1.0,23.0,0,2027,2806,0,138,59.0,3.0,165.0,,26581.0,21549.0,0.0,West Jaintia Hills,0.0,0.0,0.0,,245.0,372.0,0,2,1.0,0.0,0.0,,3277.0,2516.0,0,270352,,,,6824,136,6686,,97295,69062,0,0,2021-12-21T11:40:27.588444+05:30,3224000,,,,84757,1479,83184,,1228083,876052,0,0,0.0,0
