,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7702,7570,129,2021-12-20,TT,34746838,477554,34187017,2021-12-20 11:05:47.066849,665112580,2021-12-19 00:00:00,1003215,1377015727,828528146,548487581,586186,298783,287403,https://www.icmr.gov.in/,6563,132,8077,1494932,649438,2144370,49,221,270,1,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.142857143,1340168.2857142857,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2075804,2059728,14479,2021-12-20,TT,34746838,477554,34187017,2021-12-20 11:05:47.066849,665112580,2021-12-19 00:00:00,1003215,1377015727,828528146,548487581,65930664,38500405,27430259,https://www.icmr.gov.in/,6563,132,8077,1494932,649438,2144370,42289,17618,59907,121,228,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.142857143,1340168.2857142857,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55320,55017,280,2021-12-20,TT,34746838,477554,34187017,2021-12-20 11:05:47.066849,665112580,2021-12-19 00:00:00,1003215,1377015727,828528146,548487581,1441667,802356,639311,https://www.icmr.gov.in/,6563,132,8077,1494932,649438,2144370,9,38,47,0,3,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.142857143,1340168.2857142857,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,619492,611016,6147,2021-12-20,TT,34746838,477554,34187017,2021-12-20 11:05:47.066849,665112580,2021-12-19 00:00:00,1003215,1377015727,828528146,548487581,36110654,21655491,14455163,https://www.icmr.gov.in/,6563,132,8077,1494932,649438,2144370,2528,20821,23349,75,133,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.142857143,1340168.2857142857,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,726371,714192,12093,2021-12-20,TT,34746838,477554,34187017,2021-12-20 11:05:47.066849,665112580,2021-12-19 00:00:00,1003215,1377015727,828528146,548487581,93408477,56631160,36777317,https://www.icmr.gov.in/,6563,132,8077,1494932,649438,2144370,38252,184002,222254,6,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.142857143,1340168.2857142857,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,65703,64537,1077,2021-12-20,TT,34746838,477554,34187017,2021-12-20 11:05:47.066849,665112580,2021-12-19 00:00:00,1003215,1377015727,828528146,548487581,1651492,958680,692812,https://www.icmr.gov.in/,6563,132,8077,1494932,649438,2144370,363,1334,1697,8,3,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.142857143,1340168.2857142857,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1007399,993472,13595,2021-12-20,TT,34746838,477554,34187017,2021-12-20 11:05:47.066849,665112580,2021-12-19 00:00:00,1003215,1377015727,828528146,548487581,28647015,17417055,11229960,https://www.icmr.gov.in/,6563,132,8077,1494932,649438,2144370,11426,31253,42679,21,31,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.142857143,1340168.2857142857,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10690,10680,4,2021-12-20,TT,34746838,477554,34187017,2021-12-20 11:05:47.066849,665112580,2021-12-19 00:00:00,1003215,1377015727,828528146,548487581,1181863,690763,491100,https://www.icmr.gov.in/,6563,132,8077,1494932,649438,2144370,145,323,468,0,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.142857143,1340168.2857142857,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1442197,1416556,25101,2021-12-20,TT,34746838,477554,34187017,2021-12-20 11:05:47.066849,665112580,2021-12-19 00:00:00,1003215,1377015727,828528146,548487581,24863811,14676220,10187591,https://www.icmr.gov.in/,6563,132,8077,1494932,649438,2144370,11157,18974,30131,107,50,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.142857143,1340168.2857142857,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,179742,175851,3485,2021-12-20,TT,34746838,477554,34187017,2021-12-20 11:05:47.066849,665112580,2021-12-19 00:00:00,1003215,1377015727,828528146,548487581,2376040,1296067,1079973,https://www.icmr.gov.in/,6563,132,8077,1494932,649438,2144370,17,114,131,48,31,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363447.142857143,1340168.2857142857,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
