,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2021-12-20,AS,94,2,119,0,8769,148851,1050,870.0,16.0,992.0,,53355.0,750949.0,Airport Quarantine,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,2021-12-21 11:29:08.469659,34293000,,,,619586,6149,611135,,21664260,14604014,0,0,0,0,0
1,1,1,1,1,2021-12-20,AS,94,2,119,0,8769,148851,1050,870.0,16.0,992.0,,53355.0,750949.0,Baksa,,,,,428,11068,,,,,,2079.0,37147.0,953773,,,,,,,,603172,360760,2021-12-21 11:29:08.469659,34293000,,,,619586,6149,611135,,21664260,14604014,0,0,0,0,0
2,2,2,2,2,2021-12-20,AS,94,2,119,0,8769,148851,1050,870.0,16.0,992.0,,53355.0,750949.0,Barpeta,,,,,196,8078,,,,,,1279.0,42151.0,1693190,,,,,,,,1151605,892498,2021-12-21 11:29:08.469659,34293000,,,,619586,6149,611135,,21664260,14604014,0,0,0,0,0
3,3,3,3,3,2021-12-20,AS,94,2,119,0,8769,148851,1050,870.0,16.0,992.0,,53355.0,750949.0,Biswanath,,,,,56,933,,,,,,659.0,10218.0,612491,,,,,,,,500867,329480,2021-12-21 11:29:08.469659,34293000,,,,619586,6149,611135,,21664260,14604014,0,0,0,0,0
4,4,4,4,4,2021-12-20,AS,94,2,119,0,8769,148851,1050,870.0,16.0,992.0,,53355.0,750949.0,Bongaigaon,,,,,115,4011,,,,,,545.0,18276.0,732639,,,,,,,,516691,375335,2021-12-21 11:29:08.469659,34293000,,,,619586,6149,611135,,21664260,14604014,0,0,0,0,0
5,5,5,5,5,2021-12-20,AS,94,2,119,0,8769,148851,1050,870.0,16.0,992.0,,53355.0,750949.0,Cachar,,,,,353,8369,,,,,,2047.0,42210.0,1736319,,,,,,,,1162080,691440,2021-12-21 11:29:08.469659,34293000,,,,619586,6149,611135,,21664260,14604014,0,0,0,0,0
6,6,6,6,6,2021-12-20,AS,94,2,119,0,8769,148851,1050,870.0,16.0,992.0,,53355.0,750949.0,Charaideo,,,,,95,1896,,,,,,707.0,10587.0,0,,,,,,,,332046,207844,2021-12-21 11:29:08.469659,34293000,,,,619586,6149,611135,,21664260,14604014,0,0,0,0,0
7,7,7,7,7,2021-12-20,AS,94,2,119,0,8769,148851,1050,870.0,16.0,992.0,,53355.0,750949.0,Chirang,,,,,107,1901,,,,,,608.0,8490.0,481818,,,,,,,,307608,193391,2021-12-21 11:29:08.469659,34293000,,,,619586,6149,611135,,21664260,14604014,0,0,0,0,0
8,8,8,8,8,2021-12-20,AS,94,2,119,0,8769,148851,1050,870.0,16.0,992.0,,53355.0,750949.0,Darrang,,,,,144,5207,,,,,,897.0,27953.0,908090,,,,,,,,640342,397266,2021-12-21 11:29:08.469659,34293000,,,,619586,6149,611135,,21664260,14604014,0,0,0,0,0
9,9,9,9,9,2021-12-20,AS,94,2,119,0,8769,148851,1050,870.0,16.0,992.0,,53355.0,750949.0,Dhemaji,,,,,164,2164,,,,,,778.0,12029.0,688077,,,,,,,,462205,310934,2021-12-21 11:29:08.469659,34293000,,,,619586,6149,611135,,21664260,14604014,0,0,0,0,0
10,10,10,10,10,2021-12-20,AS,94,2,119,0,8769,148851,1050,870.0,16.0,992.0,,53355.0,750949.0,Dhubri,,,,,224,6686,,,,,,1514.0,43559.0,1948632,,,,,,,,1024122,560180,2021-12-21 11:29:08.469659,34293000,,,,619586,6149,611135,,21664260,14604014,0,0,0,0,0
11,11,11,11,11,2021-12-20,AS,94,2,119,0,8769,148851,1050,870.0,16.0,992.0,,53355.0,750949.0,Dibrugarh,,,,,327,5891,,,,,,3052.0,35899.0,1327748,,,,,,,,974634,710356,2021-12-21 11:29:08.469659,34293000,,,,619586,6149,611135,,21664260,14604014,0,0,0,0,0
12,12,12,12,12,2021-12-20,AS,94,2,119,0,8769,148851,1050,870.0,16.0,992.0,,53355.0,750949.0,Dima Hasao,,,,,58,545,,,,,,601.0,3122.0,213529,,,,,,,,133889,83514,2021-12-21 11:29:08.469659,34293000,,,,619586,6149,611135,,21664260,14604014,0,0,0,0,0
