,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2021-12-20,PB,24,1,44,9759,13075,49291,0,251,225.0,10.0,264.0,167237.0,109153.0,386458.0,0.0,Amritsar,1,0,1,,2019,3766,0,3,10.0,0.0,5.0,,15951.0,32909.0,0,2490891,,,,47449,1599,45843,,1423758,714679,0,0,2022-01-03T00:03:21.884142+05:30,29859000,,,,603986,16630,587058,16640664,16938131,8851262,0,0,0.0,0
1,1,1,1,1,2021-12-20,PB,24,1,44,9759,13075,49291,0,251,225.0,10.0,264.0,167237.0,109153.0,386458.0,0.0,Barnala,0,0,0,,53,401,0,1,2.0,0.0,0.0,,1276.0,7560.0,0,596294,,,,5958,244,5705,,356434,161682,0,0,2022-01-03T00:03:21.884142+05:30,29859000,,,,603986,16630,587058,16640664,16938131,8851262,0,0,0.0,0
2,2,2,2,2,2021-12-20,PB,24,1,44,9759,13075,49291,0,251,225.0,10.0,264.0,167237.0,109153.0,386458.0,0.0,Bathinda,0,0,0,,1345,3866,0,15,7.0,0.0,16.0,,6915.0,20006.0,0,1388859,,,,41816,1047,40755,,668455,298386,0,0,2022-01-03T00:03:21.884142+05:30,29859000,,,,603986,16630,587058,16640664,16938131,8851262,0,0,0.0,0
3,3,3,3,3,2021-12-20,PB,24,1,44,9759,13075,49291,0,251,225.0,10.0,264.0,167237.0,109153.0,386458.0,0.0,Faridkot,0,0,1,,208,685,0,7,3.0,1.0,4.0,,2573.0,10007.0,0,618008,,,,13958,320,13633,,348175,185376,0,0,2022-01-03T00:03:21.884142+05:30,29859000,,,,603986,16630,587058,16640664,16938131,8851262,0,0,0.0,0
4,4,4,4,4,2021-12-20,PB,24,1,44,9759,13075,49291,0,251,225.0,10.0,264.0,167237.0,109153.0,386458.0,0.0,Fatehgarh Sahib,3,0,0,,431,1884,0,2,5.0,1.0,1.0,,3544.0,15583.0,0,599814,,,,8911,337,8569,,369620,190116,0,0,2022-01-03T00:03:21.884142+05:30,29859000,,,,603986,16630,587058,16640664,16938131,8851262,0,0,0.0,0
5,5,5,5,5,2021-12-20,PB,24,1,44,9759,13075,49291,0,251,225.0,10.0,264.0,167237.0,109153.0,386458.0,0.0,Fazilka,-1,0,0,,1296,3721,0,1,3.0,0.0,0.0,,10495.0,24939.0,0,1180483,,,,20286,530,19752,,557403,253020,0,0,2022-01-03T00:03:21.884142+05:30,29859000,,,,603986,16630,587058,16640664,16938131,8851262,0,0,0.0,0
6,6,6,6,6,2021-12-20,PB,24,1,44,9759,13075,49291,0,251,225.0,10.0,264.0,167237.0,109153.0,386458.0,0.0,Ferozepur,0,0,2,,832,2805,0,33,10.0,0.0,53.0,,4485.0,15173.0,0,2026831,,,,14479,504,13964,,508631,206175,0,0,2022-01-03T00:03:21.884142+05:30,29859000,,,,603986,16630,587058,16640664,16938131,8851262,0,0,0.0,0
7,7,7,7,7,2021-12-20,PB,24,1,44,9759,13075,49291,0,251,225.0,10.0,264.0,167237.0,109153.0,386458.0,0.0,Gurdaspur,2,0,0,,467,1000,0,5,3.0,0.0,6.0,,8319.0,17361.0,0,2299026,,,,22418,803,21608,,965899,628971,0,0,2022-01-03T00:03:21.884142+05:30,29859000,,,,603986,16630,587058,16640664,16938131,8851262,0,0,0.0,0
8,8,8,8,8,2021-12-20,PB,24,1,44,9759,13075,49291,0,251,225.0,10.0,264.0,167237.0,109153.0,386458.0,0.0,Hoshiarpur,1,0,6,,182,949,0,27,25.0,1.0,35.0,,2683.0,12271.0,0,1582793,,,,31009,996,29983,,1038178,714879,0,0,2022-01-03T00:03:21.884142+05:30,29859000,,,,603986,16630,587058,16640664,16938131,8851262,0,0,0.0,0
9,9,9,9,9,2021-12-20,PB,24,1,44,9759,13075,49291,0,251,225.0,10.0,264.0,167237.0,109153.0,386458.0,0.0,Jalandhar,10,0,6,,711,4060,0,33,28.0,1.0,15.0,,6033.0,32338.0,0,2181753,,,,63559,1501,62026,,1493338,932329,0,0,2022-01-03T00:03:21.884142+05:30,29859000,,,,603986,16630,587058,16640664,16938131,8851262,0,0,0.0,0
