,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2021-12-20,UT,Almora,,,620 cases were recorded as Migrated / Others,12240,196,11413,247438.0,2022-01-22T02:36:45.859534+05:30,,,6190 cases were recorded as Migrated / Others,344602,7414,330828,8343334,620,6190
1,2021-12-20,UT,Bageshwar,,,25 cases were recorded as Migrated / Others,5767,61,5681,215107.0,2022-01-22T02:36:45.859534+05:30,,,6190 cases were recorded as Migrated / Others,344602,7414,330828,8343334,25,6190
2,2021-12-20,UT,Chamoli,,,207 cases were recorded as Migrated / Others,12250,62,11980,300923.0,2022-01-22T02:36:45.859534+05:30,,,6190 cases were recorded as Migrated / Others,344602,7414,330828,8343334,207,6190
3,2021-12-20,UT,Champawat,,,189 cases were recorded as Migrated / Others,7616,53,7371,259263.0,2022-01-22T02:36:45.859534+05:30,,,6190 cases were recorded as Migrated / Others,344602,7414,330828,8343334,189,6190
4,2021-12-20,UT,Dehradun,,,603 cases were recorded as Migrated / Others,112674,3524,108472,2014328.0,2022-01-22T02:36:45.859534+05:30,,,6190 cases were recorded as Migrated / Others,344602,7414,330828,8343334,603,6190
5,2021-12-20,UT,Haridwar,,,1395 cases were recorded as Migrated / Others,51579,1024,49144,2211657.0,2022-01-22T02:36:45.859534+05:30,,,6190 cases were recorded as Migrated / Others,344602,7414,330828,8343334,1395,6190
6,2021-12-20,UT,Nainital,,,135 cases were recorded as Migrated / Others,39344,946,38240,598869.0,2022-01-22T02:36:45.859534+05:30,,,6190 cases were recorded as Migrated / Others,344602,7414,330828,8343334,135,6190
7,2021-12-20,UT,Pauri Garhwal,,,701 cases were recorded as Migrated / Others,17734,315,16712,417216.0,2022-01-22T02:36:45.859534+05:30,,,6190 cases were recorded as Migrated / Others,344602,7414,330828,8343334,701,6190
8,2021-12-20,UT,Pithoragarh,,,108 cases were recorded as Migrated / Others,10279,182,9979,233264.0,2022-01-22T02:36:45.859534+05:30,,,6190 cases were recorded as Migrated / Others,344602,7414,330828,8343334,108,6190
9,2021-12-20,UT,Rudraprayag,,,159 cases were recorded as Migrated / Others,8805,106,8538,205140.0,2022-01-22T02:36:45.859534+05:30,,,6190 cases were recorded as Migrated / Others,344602,7414,330828,8343334,159,6190
10,2021-12-20,UT,Tehri Garhwal,,,899 cases were recorded as Migrated / Others,15840,110,14831,317018.0,2022-01-22T02:36:45.859534+05:30,,,6190 cases were recorded as Migrated / Others,344602,7414,330828,8343334,899,6190
11,2021-12-20,UT,Udham Singh Nagar,,,804 cases were recorded as Migrated / Others,37912,761,36324,971214.0,2022-01-22T02:36:45.859534+05:30,,,6190 cases were recorded as Migrated / Others,344602,7414,330828,8343334,804,6190
12,2021-12-20,UT,Uttarkashi,,,345 cases were recorded as Migrated / Others,12562,74,12143,351897.0,2022-01-22T02:36:45.859534+05:30,,,6190 cases were recorded as Migrated / Others,344602,7414,330828,8343334,345,6190
