"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","30","300","56957","2","4487","61438","15"
"Bageshwar","116","341","32628","1","2086","34710","26"
"Chamoli","221","99","41494","0","3192","44684","296"
"Champawat","291","434","50750","5","1901","52648","220"
"Dehradun","1264","684","332567","8","32717","365149","623"
"Haridwar","655","633","291211","2","12938","304119","234"
"Nainital","534","538","67884","6","11269","79083","155"
"Pauri Garhwal","756","583","80629","3","5246","85868","263"
"Pithoragarh","336","4","35232","0","2550","37770","356"
"Rudraprayag","173","48","23803","0","2697","26500","138"
"Tehri Garhwal","225","111","28085","0","2345","30423","118"
"US Nagar","750","1366","121213","0","8773","129962","129"
"Uttarkashi","199","408","31064","0","1636","32698","89"
"Total","5550","5549","1193517","27","91837","1285052","2662"
