Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-09-17,GJ,Ahmedabad,2022-09-17 23:55:30.521748,,,402818,3663,0,398901,7038698,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Amreli,2022-09-17 23:55:30.521748,,,13512,105,0,13406,895941,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Anand,2022-09-17 23:55:30.521748,,,16011,55,0,15953,895215,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Aravalli,2022-09-17 23:55:30.521748,,,5980,82,0,5897,602701,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Banaskantha,2022-09-17 23:55:30.521748,,,19073,166,0,18859,1388915,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Bharuch,2022-09-17 23:55:30.521748,,,17935,153,0,17721,815539,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Bhavnagar,2022-09-17 23:55:30.521748,,,30412,370,0,30033,1654336,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Botad,2022-09-17 23:55:30.521748,,,2384,48,0,2334,377843,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Chhota Udaipur,2022-09-17 23:55:30.521748,,,3766,38,0,3727,397229,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Dahod,2022-09-17 23:55:30.521748,,,11344,46,0,11297,1081090,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Dang,2022-09-17 23:55:30.521748,,,1304,18,0,1286,120535,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Devbhumi Dwarka,2022-09-17 23:55:30.521748,,,5424,89,0,5334,378809,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Gandhinagar,2022-09-17 23:55:30.521748,,,37872,231,0,37545,1257757,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Gir Somnath,2022-09-17 23:55:30.521748,,,9876,70,0,9806,529649,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Jamnagar,2022-09-17 23:55:30.521748,,,42541,522,0,42009,1278377,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Junagadh,2022-09-17 23:55:30.521748,,,22813,272,0,22541,1590328,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Kutch,2022-09-17 23:55:30.521748,,,20230,146,0,20068,1142138,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Kheda,2022-09-17 23:55:30.521748,,,14926,55,0,14868,963094,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Mahisagar,2022-09-17 23:55:30.521748,,,8907,75,0,8832,595371,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Mehsana,2022-09-17 23:55:30.521748,,,33244,196,0,33028,1212109,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Morbi,2022-09-17 23:55:30.521748,,,11316,96,0,11217,566680,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Narmada,2022-09-17 23:55:30.521748,,,6642,15,0,6627,405085,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Navsari,2022-09-17 23:55:30.521748,,,12747,42,0,12679,741857,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Panchmahal,2022-09-17 23:55:30.521748,,,13756,83,0,13670,824791,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
2022-09-17,GJ,Patan,2022-09-17 23:55:30.521748,,,16988,129,0,16854,830566,2022-09-17 23:55:30.520892,2022-09-17 23:55:30.522077,,,1273151,11024,1260889,0,44975429
