"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","209","225","59406","0","4506","63906","37"
"Bageshwar","11","3","33898","0","2088","35982","8"
"Chamoli","138","55","44337","0","3196","47531","23"
"Champawat","78","211","56214","0","1907","58118","6"
"Dehradun","674","857","346770","5","32825","379460","54"
"Haridwar","194","203","298056","1","13044","311070","34"
"Nainital","272","334","72673","0","11300","83903","12"
"Pauri Garhwal","158","190","87180","0","5261","92434","25"
"Pithoragarh","187","144","37688","0","2558","40234","64"
"Rudraprayag","80","105","25242","1","2700","27942","6"
"Tehri Garhwal","102","150","30765","0","2350","33108","11"
"US Nagar","424","574","129201","0","8780","137957","55"
"Uttarkashi","255","33","34036","0","1637","35671","62"
"Total","2782","3084","1255466","7","92152","1347316","397"
