"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","0","5","71011","0","4906","75911","0"
"Bageshwar","0","0","39824","0","2161","41981","0"
"Chamoli","7","4","51957","0","3368","55323","0"
"Champawat","0","0","65656","0","1993","67646","0"
"Dehradun","139","126","421143","3","38916","459924","12"
"Haridwar","11","59","328405","5","14075","342450","0"
"Nainital","1","40","109525","1","13475","122930","0"
"Pauri Garhwal","72","74","109612","0","5595","115200","7"
"Pithoragarh","0","2","44763","0","2755","47506","0"
"Rudraprayag","0","2","31654","1","3060","34714","0"
"Tehri Garhwal","18","22","50531","0","2624","53148","0"
"US Nagar","5","8","163903","1","9332","173211","0"
"Uttarkashi","0","1","47783","0","1923","49704","0"
"Total","253","343","1535767","11","104183","1639648","19"
