Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-07-24,KL,Thiruvananthapuram,,,,743849,8518,0,730238,,2022-07-25 12:24:23.972059,2022-07-25 12:24:23.972907,,,6710792,17992,70394,0,48523019
2022-07-24,KL,Ernakulam,,,,928213,8358,0,916170,,2022-07-25 12:24:23.972059,2022-07-25 12:24:23.972907,,,6710792,17992,70394,0,48523019
2022-07-24,KL,Kollam,,,,524175,6579,0,515105,,2022-07-25 12:24:23.972059,2022-07-25 12:24:23.972907,,,6710792,17992,70394,0,48523019
2022-07-24,KL,Kottayam,,,,468239,4586,0,462074,,2022-07-25 12:24:23.972059,2022-07-25 12:24:23.972907,,,6710792,17992,70394,0,48523019
2022-07-24,KL,Thrissur,,,,679675,7474,0,670994,,2022-07-25 12:24:23.972059,2022-07-25 12:24:23.972907,,,6710792,17992,70394,0,48523019
2022-07-24,KL,Alappuzha,,,,398911,5264,0,392647,,2022-07-25 12:24:23.972059,2022-07-25 12:24:23.972907,,,6710792,17992,70394,0,48523019
2022-07-24,KL,Pathanamthitta,,,,277528,2558,0,274004,,2022-07-25 12:24:23.972059,2022-07-25 12:24:23.972907,,,6710792,17992,70394,0,48523019
2022-07-24,KL,Palakkad,,,,454024,5827,0,447533,,2022-07-25 12:24:23.972059,2022-07-25 12:24:23.972907,,,6710792,17992,70394,0,48523019
2022-07-24,KL,Malappuram,,,,650395,6469,0,643484,,2022-07-25 12:24:23.972059,2022-07-25 12:24:23.972907,,,6710792,17992,70394,0,48523019
2022-07-24,KL,Idukki,,,,213669,1534,0,211725,,2022-07-25 12:24:23.972059,2022-07-25 12:24:23.972907,,,6710792,17992,70394,0,48523019
2022-07-24,KL,Kozhikode,,,,682879,6396,0,676241,,2022-07-25 12:24:23.972059,2022-07-25 12:24:23.972907,,,6710792,17992,70394,0,48523019
2022-07-24,KL,Kasaragod,,,,167768,1393,0,166242,,2022-07-25 12:24:23.972059,2022-07-25 12:24:23.972907,,,6710792,17992,70394,0,48523019
2022-07-24,KL,Wayanad,,,,169629,979,0,168600,,2022-07-25 12:24:23.972059,2022-07-25 12:24:23.972907,,,6710792,17992,70394,0,48523019
2022-07-24,KL,Kannur,,,,351838,4459,0,347349,,2022-07-25 12:24:23.972059,2022-07-25 12:24:23.972907,,,6710792,17992,70394,0,48523019
