"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","1","1","0","2061","18","7","0"
"East Jaintia Hills","1","0","0","2637","39","8","0"
"East Khasi Hills","23","25","0","47501","1076","123","41"
"Eastern West Khasi Hills","2","0","0","149","8","7","0"
"North Garo Hills","8","2","0","1900","9","10","0"
"Ri-Bhoi","8","5","0","10467","101","42","6"
"South Garo Hills","2","1","0","1367","13","20","3"
"South West Garo Hills","4","0","0","2146","21","35","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","43","22","0","11263","83","352","20"
"West Jaintia Hills","5","4","0","7226","139","18","2"
"West Khasi Hills","0","0","0","5666","78","6","0"
"Total","97","60","0","95084","1605","628","72"
