"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","2","0","0","2068","18","8","1"
"East Jaintia Hills","4","1","0","2649","39","13","0"
"East Khasi Hills","21","21","0","47598","1076","102","33"
"Eastern West Khasi Hills","0","5","0","151","8","1","0"
"North Garo Hills","0","0","0","1907","9","15","0"
"Ri-Bhoi","3","6","0","10485","101","25","2"
"South Garo Hills","2","7","0","1390","14","25","0"
"South West Garo Hills","9","4","0","2185","21","39","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","47","38","0","11499","83","417","6"
"West Jaintia Hills","1","0","0","7246","139","29","5"
"West Khasi Hills","0","3","0","5668","78","2","0"
"Total","89","85","0","95547","1606","676","47"
