"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","96","451","53898","12","4457","58349","239"
"Bageshwar","206","133","29013","1","2074","31083","135"
"Chamoli","280","289","36895","0","3172","40065","375"
"Champawat","815","647","44960","6","1878","46835","813"
"Dehradun","1565","881","315417","21","32515","347797","1034"
"Haridwar","608","328","283897","2","12868","296735","360"
"Nainital","648","698","60178","0","11235","71343","263"
"Pauri Garhwal","643","348","68791","5","5216","74000","560"
"Pithoragarh","249","395","32741","6","2536","35265","530"
"Rudraprayag","262","130","21548","0","2681","24229","235"
"Tehri Garhwal","332","307","24464","2","2334","26791","392"
"US Nagar","982","1870","108875","3","8760","117611","346"
"Uttarkashi","396","465","27160","3","1624","28782","120"
"Total","7082","6942","1107837","61","91350","1198885","5402"
