TT|2021-12-03 07:55:07.548751|GetSource|ERR|File Not Found
TT|2021-12-03 09:55:07.108628|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2021-12-03 09:55:34.594380|ExtractFromHTML|OK|COMPLETED
TT|2021-12-03 10:36:40.170372|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2021-12-03 10:36:52.413852|ExtractFromHTML|OK|COMPLETED
TT|2021-12-03 11:55:03.777052|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2021-12-03 11:55:15.685849|ExtractFromHTML|OK|COMPLETED
TT|2021-12-03 19:55:03.372292|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2021-12-03 19:55:18.964551|ExtractFromHTML|OK|COMPLETED
TT|2021-12-03 21:55:03.525197|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2021-12-03 21:55:19.015445|ExtractFromHTML|OK|COMPLETED
TT|2021-12-03 23:55:04.035040|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2021-12-03 23:55:20.406509|ExtractFromHTML|OK|COMPLETED
TT|2021-12-04 07:55:03.517955|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2021-12-04 09:55:03.087632|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
