,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,9981,9725,129,2022-02-14,TT,42665534,509011,41677641,2022-02-14 13:07:37.651858,751803766,2022-02-13 00:00:00,1067908,1729014091,958340653,754229549,16443889,653468,328121,317737,7610,https://www.icmr.gov.in/,34113,346,91930,73458,982959,393610,1450027,20,32,59,111,7,19,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2312778,2279152,14697,2022-02-14,TT,42665534,509011,41677641,2022-02-14 13:07:37.651858,751803766,2022-02-13 00:00:00,1067908,1729014091,958340653,754229549,16443889,83259844,42988154,39086710,1184980,https://www.icmr.gov.in/,34113,346,91930,73458,982959,393610,1450027,766,36896,4957,42619,749,6271,3,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64004,63081,294,2022-02-14,TT,42665534,509011,41677641,2022-02-14 13:07:37.651858,751803766,2022-02-13 00:00:00,1067908,1729014091,958340653,754229549,16443889,1601754,882593,698264,20897,https://www.icmr.gov.in/,34113,346,91930,73458,982959,393610,1450027,40,20,53,113,22,88,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,723495,713044,6605,2022-02-14,TT,42665534,509011,41677641,2022-02-14 13:07:37.651858,751803766,2022-02-13 00:00:00,1067908,1729014091,958340653,754229549,16443889,42494015,23296113,18980991,216911,https://www.icmr.gov.in/,34113,346,91930,73458,982959,393610,1450027,1585,10649,865,13099,79,959,4,,,1332900000,Assam,34293000
4,Bihar,828951,815425,12251,2022-02-14,TT,42665534,509011,41677641,2022-02-14 13:07:37.651858,751803766,2022-02-13 00:00:00,1067908,1729014091,958340653,754229549,16443889,116285359,65543025,50092351,649983,https://www.icmr.gov.in/,34113,346,91930,73458,982959,393610,1450027,28368,85258,3582,117208,193,265,0,,,1332900000,Bihar,119520000
5,Chandigarh,91338,89563,1152,2022-02-14,TT,42665534,509011,41677641,2022-02-14 13:07:37.651858,751803766,2022-02-13 00:00:00,1067908,1729014091,958340653,754229549,16443889,2011403,1119601,870036,21766,https://www.icmr.gov.in/,34113,346,91930,73458,982959,393610,1450027,192,1170,144,1506,42,104,1,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1146273,1124358,14006,2022-02-14,TT,42665534,509011,41677641,2022-02-14 13:07:37.651858,751803766,2022-02-13 00:00:00,1067908,1729014091,958340653,754229549,16443889,35518194,19506797,15687376,324021,https://www.icmr.gov.in/,34113,346,91930,73458,982959,393610,1450027,3271,26569,965,30805,579,860,5,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11430,11396,4,2022-02-14,TT,42665534,509011,41677641,2022-02-14 13:07:37.651858,751803766,2022-02-13 00:00:00,1067908,1729014091,958340653,754229549,16443889,1350547,753070,590477,7000,https://www.icmr.gov.in/,34113,346,91930,73458,982959,393610,1450027,26,42,22,90,5,4,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1851320,1821322,26072,2022-02-14,TT,42665534,509011,41677641,2022-02-14 13:07:37.651858,751803766,2022-02-13 00:00:00,1067908,1729014091,958340653,754229549,16443889,30527328,17180799,12982497,364032,https://www.icmr.gov.in/,34113,346,91930,73458,982959,393610,1450027,2345,9587,2027,13959,804,1197,12,,,1332900000,Delhi,19814000
9,Goa,244172,238066,3773,2022-02-14,TT,42665534,509011,41677641,2022-02-14 13:07:37.651858,751803766,2022-02-13 00:00:00,1067908,1729014091,958340653,754229549,16443889,2630257,1389306,1212444,28507,https://www.icmr.gov.in/,34113,346,91930,73458,982959,393610,1450027,7,54,46,107,131,282,4,,,1332900000,Goa,1540000
