"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19762","18898","597","267"
"2","Chengalpattu","232396","222356","7397","2643"
"3","Chennai","743829","722591","12215","9023"
"4","Coimbatore","324481","310761","11127","2593"
"5","Cuddalore","73789","71493","1409","887"
"6","Dharmapuri","35883","34360","1240","283"
"7","Dindigul","37299","35729","908","662"
"8","Erode","131166","125613","4823","730"
"9","Kallakurichi","36374","35334","826","214"
"10","Kancheepuram","93681","90146","2241","1294"
"11","Kanyakumari","85489","81159","3247","1083"
"12","Karur","29429","28224","834","371"
"13","Krishnagiri","59155","56557","2228","370"
"14","Madurai","90648","87840","1583","1225"
"15","Mayiladuthurai","26369","25485","560","324"
"16","Nagapattinam","25208","23974","863","371"
"17","Namakkal","67199","64261","2406","532"
"18","Nilgiris","41380","39827","1328","225"
"19","Perambalur","14399","13897","254","248"
"20","Pudukottai","34214","32848","943","423"
"21","Ramanathapuram","24537","23498","673","366"
"22","Ranipet","53616","51330","1500","786"
"23","Salem","125969","119692","4527","1750"
"24","Sivagangai","23520","22689","613","218"
"25","Tenkasi","32657","31284","883","490"
"26","Thanjavur","91563","88498","2032","1033"
"27","Theni","50475","48964","980","531"
"28","Thirupathur","35631","33903","1097","631"
"29","Thiruvallur","146188","141201","3065","1922"
"30","Thiruvannamalai","66405","64196","1526","683"
"31","Thiruvarur","47648","45885","1295","468"
"32","Thoothukudi","64721","63333","947","441"
"33","Tirunelveli","62437","60198","1795","444"
"34","Tiruppur","128288","120692","6551","1045"
"35","Trichy","94122","90482","2490","1150"
"36","Vellore","57007","55263","582","1162"
"37","Villupuram","54247","52480","1401","366"
"38","Virudhunagar","56552","54874","1125","553"
"39","Airport Surveillance 
(International)","1240","1213","26","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,20,505","32,92,559","90,137","37,809"
