"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","1","2","0","2062","18","6","0"
"East Jaintia Hills","0","1","0","2637","39","7","0"
"East Khasi Hills","15","20","0","47516","1076","118","43"
"Eastern West Khasi Hills","1","0","0","150","8","8","0"
"North Garo Hills","2","0","0","1902","9","12","0"
"Ri-Bhoi","3","5","0","10470","101","40","3"
"South Garo Hills","6","1","0","1373","13","25","4"
"South West Garo Hills","10","2","0","2156","21","43","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","70","22","0","11333","83","400","14"
"West Jaintia Hills","5","2","0","7231","139","21","2"
"West Khasi Hills","1","0","0","5667","78","7","0"
"Total","114","55","0","95198","1605","687","66"
