"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20151","19836","48","267"
"2","Chengalpattu","250024","246561","805","2658"
"3","Chennai","784534","772029","3436","9069"
"4","Coimbatore","336834","333273","943","2618"
"5","Cuddalore","75275","74198","182","895"
"6","Dharmapuri","36590","36239","68","283"
"7","Dindigul","38463","37617","181","665"
"8","Erode","134636","133483","419","734"
"9","Kallakurichi","36857","36626","16","215"
"10","Kancheepuram","97429","96065","62","1302"
"11","Kanyakumari","88802","87497","220","1085"
"12","Karur","30057","29646","39","372"
"13","Krishnagiri","60913","60235","307","371"
"14","Madurai","92605","91245","124","1236"
"15","Mayiladuthurai","27012","26558","124","330"
"16","Nagapattinam","25802","25391","36","375"
"17","Namakkal","69100","68396","170","534"
"18","Nilgiris","42646","42371","49","226"
"19","Perambalur","14857","14562","46","249"
"20","Pudukottai","35059","34569","64","426"
"21","Ramanathapuram","24957","24571","18","368"
"22","Ranipet","55647","54706","154","787"
"23","Salem","129975","127770","443","1762"
"24","Sivagangai","24776","24435","122","219"
"25","Tenkasi","33686","33073","123","490"
"26","Thanjavur","93145","91996","109","1040"
"27","Theni","51656","50951","172","533"
"28","Thirupathur","35916","35261","22","633"
"29","Thiruvallur","152388","150366","82","1940"
"30","Thiruvannamalai","67895","67172","38","685"
"31","Thiruvarur","48736","48154","109","473"
"32","Thoothukudi","66885","66290","147","448"
"33","Tirunelveli","65342","64678","219","445"
"34","Tiruppur","131081","129872","157","1052"
"35","Trichy","97322","95967","194","1161"
"36","Vellore","57838","56624","51","1163"
"37","Villupuram","55847","55340","140","367"
"38","Virudhunagar","59001","58204","242","555"
"39","Airport Surveillance 
(International)","1380","1374","5","1"
"40","Airport Surveillance 
(Domestic)","1151","1147","3","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,52,698","35,04,776","9,889","38,033"
