"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","278","890","47548","34","4328","51876","157"
"Bageshwar","172","45","25226","6","2047","27273","251"
"Chamoli","650","873","30317","50","3039","33356","267"
"Champawat","102","650","39640","8","1801","41441","229"
"Dehradun","6212","5125","283510","86","31566","315076","3557"
"Haridwar","2524","2226","262352","22","12539","274891","739"
"Nainital","1229","793","49568","18","11036","60604","532"
"Pauri Garhwal","1328","1055","53969","9","5070","59039","957"
"Pithoragarh","448","536","27583","7","2449","30032","71"
"Rudraprayag","279","213","18957","5","2612","21569","200"
"Tehri Garhwal","442","378","20139","13","2270","22409","458"
"US Nagar","1241","2125","91889","21","8648","100537","239"
"Uttarkashi","453","255","21986","6","1561","23547","371"
"Total","15358","15164","972684","285","88966","1061650","8028"
