"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4328","3784","181","4","365"
"Bageshwar","2047","1942","28","0","81"
"Chamoli","3039","2677","262","3","99"
"Champawat","1801","1263","520","1","20"
"Dehradun","31566","28782","2417","149","353"
"Haridwar","12539","11956","374","22","217"
"Nainital","11036","10893","147","29","37"
"Pauri Garhwal","5070","3307","786","15","969"
"Pithoragarh","2449","2162","164","4","131"
"Rudraprayag","2612","2411","78","1","122"
"Tehri Garhwal","2270","1910","52","5","310"
"U.S. Nagar","8648","8255","157","5","255"
"Uttarkashi","1561","1353","51","4","155"
"Total","88966","80695","5217","242","3114"
