,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10592,10434,129,2022-08-27,TT,44398696,527597,43783788,2022-08-27 12:42:20.223912,884720250,2022-08-26 00:00:00,381205,2113988484,1024196835,941404192,148387457,923777,346603,350998,226176,https://www.icmr.gov.in/,9520,41,12875,2083812,249047,89639,2422498,84,182,4093,4359,2,11,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2336518,2320919,14733,2022-08-27,TT,44398696,527597,43783788,2022-08-27 12:42:20.223912,884720250,2022-08-26 00:00:00,381205,2113988484,1024196835,941404192,148387457,104992834,44679051,47541736,12772047,https://www.icmr.gov.in/,9520,41,12875,2083812,249047,89639,2422498,1305,775,220558,222638,132,167,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66635,66249,296,2022-08-27,TT,44398696,527597,43783788,2022-08-27 12:42:20.223912,884720250,2022-08-26 00:00:00,381205,2113988484,1024196835,941404192,148387457,1850762,955114,807620,88028,https://www.icmr.gov.in/,9520,41,12875,2083812,249047,89639,2422498,414,1012,1147,2573,21,15,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,744029,733034,8030,2022-08-27,TT,44398696,527597,43783788,2022-08-27 12:42:20.223912,884720250,2022-08-26 00:00:00,381205,2113988484,1024196835,941404192,148387457,49635406,24726285,21947055,2962066,https://www.icmr.gov.in/,9520,41,12875,2083812,249047,89639,2422498,4746,6441,19447,30634,95,107,0,,,1332900000,Assam,34293000
4,Bihar,847569,834391,12292,2022-08-27,TT,44398696,527597,43783788,2022-08-27 12:42:20.223912,884720250,2022-08-26 00:00:00,381205,2113988484,1024196835,941404192,148387457,150194154,72891005,65944484,11358665,https://www.icmr.gov.in/,9520,41,12875,2083812,249047,89639,2422498,19714,54110,114778,188602,158,120,0,,,1332900000,Bihar,119520000
5,Chandigarh,98645,97126,1181,2022-08-27,TT,44398696,527597,43783788,2022-08-27 12:42:20.223912,884720250,2022-08-26 00:00:00,381205,2113988484,1024196835,941404192,148387457,2260626,1183705,981284,95637,https://www.icmr.gov.in/,9520,41,12875,2083812,249047,89639,2422498,31,121,887,1039,55,83,1,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1173239,1157863,14104,2022-08-27,TT,44398696,527597,43783788,2022-08-27 12:42:20.223912,884720250,2022-08-26 00:00:00,381205,2113988484,1024196835,941404192,148387457,46489674,21161585,19943737,5384352,https://www.icmr.gov.in/,9520,41,12875,2083812,249047,89639,2422498,2715,10785,47501,61001,175,194,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11574,11565,4,2022-08-27,TT,44398696,527597,43783788,2022-08-27 12:42:20.223912,884720250,2022-08-26 00:00:00,381205,2113988484,1024196835,941404192,148387457,1549388,780605,630656,138127,https://www.icmr.gov.in/,9520,41,12875,2083812,249047,89639,2422498,53,143,2166,2362,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1997674,1968020,26448,2022-08-27,TT,44398696,527597,43783788,2022-08-27 12:42:20.223912,884720250,2022-08-26 00:00:00,381205,2113988484,1024196835,941404192,148387457,36408899,18231105,15531718,2646076,https://www.icmr.gov.in/,9520,41,12875,2083812,249047,89639,2422498,2046,5275,23878,31199,620,1066,2,,,1332900000,Delhi,19814000
9,Goa,255689,250747,3859,2022-08-27,TT,44398696,527597,43783788,2022-08-27 12:42:20.223912,884720250,2022-08-26 00:00:00,381205,2113988484,1024196835,941404192,148387457,2854604,1438420,1291479,124705,https://www.icmr.gov.in/,9520,41,12875,2083812,249047,89639,2422498,59,82,510,651,127,156,1,,,1332900000,Goa,1540000
