"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4881","4430","18","4","429"
"Bageshwar","2159","2055","0","0","104"
"Chamoli","3350","3212","11","3","124"
"Champawat","1992","1959","4","2","27"
"Dehradun","38707","37921","121","205","460"
"Haridwar","14024","13741","7","31","245"
"Nainital","13280","13076","118","31","55"
"Pauri Garhwal","5581","4523","7","21","1030"
"Pithoragarh","2743","2568","17","4","154"
"Rudraprayag","3039","2897","0","2","140"
"Tehri Garhwal","2614","2149","9","8","448"
"U.S. Nagar","9308","8952","10","7","339"
"Uttarkashi","1911","1713","5","6","187"
"Total","103589","99196","327","324","3742"
