District,Recovered,Deceased,Active
फरु्रखाबाद,10179,194,356
जौनपरु,22389.0,236.0,348.0
इटावा,13660.0,293.0,345.0
बहराइच,11402.0,178.0,332.0
देवररया,20054.0,222.0,315.0
ममर्ाुपरु,11009.0,116.0,313.0
मसद्धाथ ुनगर,9297.0,100.0,311.0
उन्नाव,14828.0,254.0,296.0
अमठेी,9841.0,143.0,294.0
बमलया,21399.0,235.0,239.0
औरैय्या,9901.0,204.0,222.0
अम्बडेकर नगर,4915.0,152.0,219.0
महाराजगजं,12370.0,141.0,193.0
पीलीभीत,10843.0,194.0,192.0
लमलतपरु,12659.0,128.0,188.0
कन्नौज,9167.0,115.0,186.0
सतं कबीर नगर,8066.0,98.0,170.0
बादा,10855.0,161.0,167.0
बलरामपरु,7382.0,138.0,151.0
कासगजं,4244.0,53.0,128.0
कानपरु देहात,6108.0,110.0,127.0
श्रावस्ती,4356.0,36.0,120.0
कुशीनगर,15403.0,228.0,116.0
फतहेपरु,6689.0,139.0,114.0
मऊ,8263.0,80.0,100.0
जालौन,11492.0,202.0,94.0
चचत्रकट,7038.0,79.0,89.0
भदोही,7561.0,164.0,88.0
प्रतापगढ़,15892.0,163.0,85.0
हमीरपरु,5142.0,102.0,76.0
महोबा,4182.0,86.0,43.0
कौशाम्बी,4364.0,70.0,31.0
