"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20248","19963","18","267"
"2","Chengalpattu","252526","249432","434","2660"
"3","Chennai","790286","778827","2389","9070"
"4","Coimbatore","340312","337363","331","2618"
"5","Cuddalore","75809","74845","68","896"
"6","Dharmapuri","36819","36519","17","283"
"7","Dindigul","39006","38267","74","665"
"8","Erode","136241","135322","185","734"
"9","Kallakurichi","36935","36709","11","215"
"10","Kancheepuram","98077","96723","51","1303"
"11","Kanyakumari","89964","88656","222","1086"
"12","Karur","30252","29857","23","372"
"13","Krishnagiri","62222","61663","187","372"
"14","Madurai","93094","91782","76","1236"
"15","Mayiladuthurai","27386","26992","64","330"
"16","Nagapattinam","25988","25596","17","375"
"17","Namakkal","69726","69136","56","534"
"18","Nilgiris","42857","42581","50","226"
"19","Perambalur","14915","14627","39","249"
"20","Pudukottai","35242","34789","27","426"
"21","Ramanathapuram","24999","24619","12","368"
"22","Ranipet","56446","55594","65","787"
"23","Salem","131546","129622","160","1764"
"24","Sivagangai","25113","24843","51","219"
"25","Tenkasi","33904","33372","42","490"
"26","Thanjavur","93504","92415","48","1041"
"27","Theni","51844","51284","27","533"
"28","Thirupathur","36083","35447","3","633"
"29","Thiruvallur","153297","151262","93","1942"
"30","Thiruvannamalai","68331","67615","31","685"
"31","Thiruvarur","48967","48483","11","473"
"32","Thoothukudi","67225","66701","76","448"
"33","Tirunelveli","65970","65419","106","445"
"34","Tiruppur","132068","130919","96","1053"
"35","Trichy","98036","96757","118","1161"
"36","Vellore","58099","56897","39","1163"
"37","Villupuram","56281","55872","42","367"
"38","Virudhunagar","59445","58753","137","555"
"39","Airport Surveillance 
(International)","1394","1391","2","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,82,051","35,38,507","5,498","38,046"
