TT|2022-09-06 07:55:10.491692|GetSource|ERR|File Not Found
TT|2022-09-06 09:55:10.532607|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-06 09:55:24.548996|ExtractFromHTML|OK|COMPLETED
TT|2022-09-06 11:55:09.768948|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-06 11:55:23.538188|ExtractFromHTML|OK|COMPLETED
TT|2022-09-06 19:55:10.964507|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-06 19:55:28.823534|ExtractFromHTML|OK|COMPLETED
TT|2022-09-06 20:55:11.020353|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-06 20:55:27.184265|ExtractFromHTML|OK|COMPLETED
TT|2022-09-06 21:55:11.033246|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-06 21:55:28.993161|ExtractFromHTML|OK|COMPLETED
TT|2022-09-06 22:55:11.192798|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-06 22:55:30.589512|ExtractFromHTML|OK|COMPLETED
TT|2022-09-06 23:55:09.790143|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-09-06 23:55:29.805574|ExtractFromHTML|OK|COMPLETED
TT|2022-09-07 07:55:10.226371|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
