District,Recovered,Deceased,Active
शाहजहांपरु,24389,447,6
अयोध्या,18671.0,293.0,5.0
बलुदंशहर,26321.0,252.0,5.0
चित्रकूट,7756.0,79.0,5.0
सतं कबीर नगर,8845.0,101.0,5.0
सोनभद्र,18644.0,257.0,5.0
अमठेी,11482.0,145.0,4.0
बललया,22513.0,245.0,4.0
भदोही,8469.0,165.0,4.0
मरुादाबाद,46067.0,368.0,4.0
लसद्धाथ ुनगर,11522.0,102.0,4.0
औरैय्या,10782.0,211.0,3.0
एटा,12101.0,100.0,3.0
हमीरपरु,6060.0,102.0,3.0
मऊ,8933.0,86.0,3.0
शामली,16692.0,48.0,3.0
सीतापरु,15753.0,187.0,3.0
हापड़ु,15188.0,224.0,2.0
कासगजं,4883.0,55.0,2.0
पीलीभीत,12725.0,205.0,2.0
सभंल,11023.0,109.0,2.0
बहराइि,13409.0,178.0,1.0
िदंौली,17528.0,378.0,1.0
कानपरु देहात,7124.0,110.0,1.0
कौशाम्बी,4877.0,72.0,1.0
रामपरु,14606.0,153.0,1.0
बदाय,17911.0,101.0,0.0
बलरामपरु,8115.0,139.0,0.0
हाथरस,3716.0,43.0,0.0
महोबा,4470.0,88.0,0.0
लमर्ाुपरु,11950.0,126.0,0.0
श्रावस्ती,5233.0,42.0,0.0
