"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","8","9","0","1999","16","28","0"
"East Jaintia Hills","3","8","0","2560","32","26","0"
"East Khasi Hills","52","80","0","46640","1054","463","126"
"Eastern West Khasi Hills","4","9","0","113","5","40","4"
"North Garo Hills","6","19","1","1810","9","31","1"
"Ri-Bhoi","17","16","2","10188","96","127","3"
"South Garo Hills","3","3","0","1316","12","23","1"
"South West Garo Hills","2","15","0","2044","18","37","1"
"South West Khasi Hills","3","4","0","2659","19","50","0"
"West Garo Hills","35","96","0","10519","77","261","10"
"West Jaintia Hills","21","16","1","7066","139","97","4"
"West Khasi Hills","4","10","0","5607","75","25","0"
"Total","158","285","4","92521","1552","1208","150"
