"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"","1","Bagalakote","1","40691","0","40320","3","0","368","0"
"","2","Ballari","9","115595","3","113782","47","0","1764","2"
"","3","Belagavi","1","100181","0","99162","13","0","1004","2"
"","4","Bengaluru Rural","0","79342","4","78430","5","0","907","0"
"","5","Bengaluru urban","1008","1805099","770","1782315","5814","1","16969","1"
"","6","Bidar","2","29822","2","29392","6","0","420","4"
"","7","Chamarajanagara","0","43618","0","43083","0","0","524","11"
"","8","Chikkaballapura","0","55630","0","55168","1","0","460","1"
"","9","Chikkamagaluru","3","57277","0","56859","11","0","407","0"
"","10","Chitradurga","2","46388","0","46146","3","0","239","0"
"","11","Dakshina 
Kannada","10","135823","8","133920","51","0","1842","10"
"","12","Davanagere","1","57551","0","56925","3","0","623","0"
"","13","Dharwada","2","84169","9","82763","15","0","1384","7"
"","14","Gadag","0","30586","0","30250","0","0","336","0"
"","15","Hassana","2","143894","2","142575","10","0","1307","2"
"","16","Haveri","2","26848","1","26174","5","0","669","0"
"","17","Kalaburagi","1","76639","4","75747","11","0","881","0"
"","18","Kodagu","0","49264","0","48911","0","0","352","1"
"","19","Kolara","2","63047","0","62369","14","0","664","0"
"","20","Koppala","1","41284","0","40744","2","0","538","0"
"","21  Mandya","","0","101493","0","100782","0","0","711","0"
"","22  Mysuru","","12","229760","15","227142","59","0","2559","0"
"","23","Raichuru","0","45459","0","45094","1","0","364","0"
"","24","Ramanagara","1","29821","4","29472","2","0","347","0"
"","25","Shivamogga","1","83363","2","82225","9","0","1128","1"
"","26","Tumakuru","8","159892","1","158657","17","0","1218","0"
"","27","Udupi","4","95706","8","95139","21","0","546","0"
"","28","Uttara Kannada","0","71219","1","70399","11","0","809","0"
"","29","Vijayapura","0","41019","0","40498","0","0","521","0"
"","30","Yadagiri","0","29968","0","29756","0","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","1073","3970484","834","3924232","6134","1","40076","42"
"*
           
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
Date: 01-07-2022 
Page 5 of 9","","","","","","","","","",""
