"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20158","19844","47","267"
"2","Chengalpattu","250109","246697","754","2658"
"3","Chennai","784750","772338","3343","9069"
"4","Coimbatore","336944","333415","911","2618"
"5","Cuddalore","75292","74220","177","895"
"6","Dharmapuri","36598","36249","66","283"
"7","Dindigul","38478","37646","167","665"
"8","Erode","134680","133554","392","734"
"9","Kallakurichi","36861","36633","13","215"
"10","Kancheepuram","97460","96083","75","1302"
"11","Kanyakumari","88827","87523","219","1085"
"12","Karur","30060","29655","33","372"
"13","Krishnagiri","60952","60280","301","371"
"14","Madurai","92619","91269","114","1236"
"15","Mayiladuthurai","27023","26572","121","330"
"16","Nagapattinam","25806","25394","37","375"
"17","Namakkal","69126","68428","164","534"
"18","Nilgiris","42653","42375","52","226"
"19","Perambalur","14858","14566","43","249"
"20","Pudukottai","35066","34582","58","426"
"21","Ramanathapuram","24958","24574","16","368"
"22","Ranipet","55678","54745","146","787"
"23","Salem","130031","127837","432","1762"
"24","Sivagangai","24789","24451","119","219"
"25","Tenkasi","33700","33097","113","490"
"26","Thanjavur","93158","92019","99","1040"
"27","Theni","51668","50985","150","533"
"28","Thirupathur","35917","35265","19","633"
"29","Thiruvallur","152399","150390","69","1940"
"30","Thiruvannamalai","67903","67187","31","685"
"31","Thiruvarur","48751","48179","99","473"
"32","Thoothukudi","66896","66326","122","448"
"33","Tirunelveli","65366","64719","202","445"
"34","Tiruppur","131108","129905","151","1052"
"35","Trichy","97346","96002","183","1161"
"36","Vellore","57845","56631","51","1163"
"37","Villupuram","55864","55371","126","367"
"38","Virudhunagar","59013","58272","186","555"
"39","Airport Surveillance 
(International)","1381","1376","4","1"
"40","Airport Surveillance 
(Domestic)","1151","1147","3","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,53,670","35,06,229","9,408","38,033"
