,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2021-12-17,PB,39,1,46,27785,13328,47041,0,237,218.0,9.0,281.0,178996.0,130957.0,452154.0,0.0,Amritsar,2,0,1,,1885,3431,0,8,9.0,0.0,6.0,,18980.0,41892.0,0,2490891,,,,47445,1599,45841,,1419234,706476,0,0,2022-01-03T00:03:13.454390+05:30,29859000,,,,603892,16626,586941,16582171,16906280,8734707,0,0,0.0,0
1,1,1,1,1,2021-12-17,PB,39,1,46,27785,13328,47041,0,237,218.0,9.0,281.0,178996.0,130957.0,452154.0,0.0,Barnala,0,0,0,,195,764,0,1,1.0,0.0,0.0,,1717.0,8588.0,0,596294,,,,5956,244,5705,,356172,159571,0,0,2022-01-03T00:03:13.454390+05:30,29859000,,,,603892,16626,586941,16582171,16906280,8734707,0,0,0.0,0
2,2,2,2,2,2021-12-17,PB,39,1,46,27785,13328,47041,0,237,218.0,9.0,281.0,178996.0,130957.0,452154.0,0.0,Bathinda,5,0,1,,912,2856,0,7,7.0,0.0,13.0,,7183.0,20335.0,0,1388859,,,,41814,1047,40744,,666039,291045,0,0,2022-01-03T00:03:13.454390+05:30,29859000,,,,603892,16626,586941,16582171,16906280,8734707,0,0,0.0,0
3,3,3,3,3,2021-12-17,PB,39,1,46,27785,13328,47041,0,237,218.0,9.0,281.0,178996.0,130957.0,452154.0,0.0,Faridkot,0,0,0,,446,1747,0,4,5.0,1.0,6.0,,2762.0,10957.0,0,618008,,,,13956,320,13632,,347327,182191,0,0,2022-01-03T00:03:13.454390+05:30,29859000,,,,603892,16626,586941,16582171,16906280,8734707,0,0,0.0,0
4,4,4,4,4,2021-12-17,PB,39,1,46,27785,13328,47041,0,237,218.0,9.0,281.0,178996.0,130957.0,452154.0,0.0,Fatehgarh Sahib,1,1,-1,,573,2276,0,3,2.0,1.0,0.0,,3774.0,16629.0,0,599814,,,,8908,337,8568,,368600,185443,0,0,2022-01-03T00:03:13.454390+05:30,29859000,,,,603892,16626,586941,16582171,16906280,8734707,0,0,0.0,0
5,5,5,5,5,2021-12-17,PB,39,1,46,27785,13328,47041,0,237,218.0,9.0,281.0,178996.0,130957.0,452154.0,0.0,Fazilka,0,0,0,,1375,3616,0,1,1.0,0.0,0.0,,11668.0,25985.0,0,1180483,,,,20283,530,19752,,553837,244384,0,0,2022-01-03T00:03:13.454390+05:30,29859000,,,,603892,16626,586941,16582171,16906280,8734707,0,0,0.0,0
6,6,6,6,6,2021-12-17,PB,39,1,46,27785,13328,47041,0,237,218.0,9.0,281.0,178996.0,130957.0,452154.0,0.0,Ferozepur,0,0,20,,264,1031,0,18,11.0,0.0,63.0,,5425.0,17518.0,0,2026831,,,,14478,504,13950,,507248,201554,0,0,2022-01-03T00:03:13.454390+05:30,29859000,,,,603892,16626,586941,16582171,16906280,8734707,0,0,0.0,0
7,7,7,7,7,2021-12-17,PB,39,1,46,27785,13328,47041,0,237,218.0,9.0,281.0,178996.0,130957.0,452154.0,0.0,Gurdaspur,1,0,1,,753,1192,0,5,7.0,0.0,5.0,,12768.0,27011.0,0,2299026,,,,22417,803,21606,,965187,627410,0,0,2022-01-03T00:03:13.454390+05:30,29859000,,,,603892,16626,586941,16582171,16906280,8734707,0,0,0.0,0
8,8,8,8,8,2021-12-17,PB,39,1,46,27785,13328,47041,0,237,218.0,9.0,281.0,178996.0,130957.0,452154.0,0.0,Hoshiarpur,3,0,6,,166,816,0,46,25.0,1.0,46.0,,4155.0,17945.0,0,1582793,,,,30997,995,29966,,1037771,712778,0,0,2022-01-03T00:03:13.454390+05:30,29859000,,,,603892,16626,586941,16582171,16906280,8734707,0,0,0.0,0
9,9,9,9,9,2021-12-17,PB,39,1,46,27785,13328,47041,0,237,218.0,9.0,281.0,178996.0,130957.0,452154.0,0.0,Jalandhar,7,0,1,,714,4020,0,29,19.0,0.0,22.0,,7287.0,37551.0,0,2181753,,,,63543,1500,62019,,1491700,923084,0,0,2022-01-03T00:03:13.454390+05:30,29859000,,,,603892,16626,586941,16582171,16906280,8734707,0,0,0.0,0
10,10,10,10,10,2021-12-17,PB,39,1,46,27785,13328,47041,0,237,218.0,9.0,281.0,178996.0,130957.0,452154.0,0.0,Kapurthala,2,0,0,,199,1543,0,3,18.0,0.0,2.0,,3043.0,17008.0,0,817668,,,,17891,556,17314,,493505,285345,0,0,2022-01-03T00:03:13.454390+05:30,29859000,,,,603892,16626,586941,16582171,16906280,8734707,0,0,0.0,0
11,11,11,11,11,2021-12-17,PB,39,1,46,27785,13328,47041,0,237,218.0,9.0,281.0,178996.0,130957.0,452154.0,0.0,Ludhiana,2,0,4,,2010,7455,0,15,21.0,3.0,18.0,,16109.0,55810.0,0,3487882,,,,87715,2116,85569,,2589633,1227685,0,0,2022-01-03T00:03:13.454390+05:30,29859000,,,,603892,16626,586941,16582171,16906280,8734707,0,0,0.0,0
