,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
10,Gujarat,828367,817687,10100,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,86511992,46465939,40046053,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,34101,261249,295350,68,43,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Gujarat,67936000
11,Haryana,772114,761820,10060,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,30855558,19047813,11807745,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,30143,136092,166235,28,21,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,228170,223779,3865,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,11304790,5850186,5454604,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,816,4564,5380,54,81,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,339404,333461,4508,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,17463059,9651478,7811581,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,2572,54918,57490,133,139,5,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,349485,344211,5142,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,27081967,17519686,9562281,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,59998,98871,158869,19,14,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,3001554,2956088,38279,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,81844805,46902199,34942606,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,63626,202719,266345,303,322,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Karnataka,65798000
16,Kerala,5207826,5129044,43946,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,45407741,25946074,19461667,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,18769,168426,187195,3404,4145,320,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Kerala,35125000
17,Ladakh,21886,21503,216,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,387558,213194,174364,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,70,130,200,21,17,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Ladakh,293000
18,Lakshadweep,10408,10353,51,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,106575,55529,51046,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,3,89,92,2,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,6646938,6495249,141317,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,126530956,78470355,48060601,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,168091,451628,619719,877,632,19,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Maharashtra,122153000
20,Manipur,125586,123279,1993,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,2257990,1308279,949711,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,1354,3574,4928,17,16,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Manipur,3103000
21,Meghalaya,84726,83108,1478,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,2087776,1219871,867905,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,6290,4671,10961,11,10,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Meghalaya,3224000
22,Mizoram,139227,136167,530,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,1321899,742633,579266,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,439,1513,1952,203,221,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,793433,782733,10529,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,97133916,51809645,45324271,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,73211,1500884,1574095,18,17,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,32164,31378,701,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,1323615,754849,568766,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,397,874,1271,3,6,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Nagaland,2150000
25,Odisha,1052318,1042002,8440,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,46861380,28556112,18305268,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,42366,168335,210701,173,166,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Odisha,43671000
26,Puducherry,129285,127220,1879,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,1340169,815289,524880,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,2881,2881,5762,24,10,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Puducherry,1504000
27,Punjab,603853,586895,16625,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,25580618,16892952,8687666,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,18998,68300,87298,39,27,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Punjab,29859000
28,Rajasthan,955173,945947,8959,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,75791085,45026847,30764238,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,76803,217773,294576,26,19,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Rajasthan,77264000
29,Sikkim,32449,31864,406,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,1003392,524305,479087,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,24,529,553,6,22,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,2737962,2693830,36656,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,77759301,48071356,29687945,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,94399,152755,247154,627,687,12,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,679064,671247,4012,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,42648301,27045898,15602403,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,108882,275674,384556,190,195,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Telangana,37220000
32,Tripura,84950,84047,827,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,4657214,2564134,2093080,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,400,2819,3219,5,7,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Tripura,3992000
33,Uttar Pradesh,1710617,1687545,22915,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,182988839,120847608,62141231,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,598113,850527,1448640,11,7,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,344533,336967,7413,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,13497258,7691581,5805677,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,5327,34805,40132,20,9,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,0,0,0,,,1332900000,Uttarakhand,11141000
35,West Bengal,1625375,1598224,19645,2021-12-17,TT,34726049,476869,34162765,2021-12-17 10:51:11.264642,661507694,2021-12-16 00:00:00,1259932,1360237989,824345873,535892116,98881572,64216904,34664668,https://www.icmr.gov.in/,7447,391,7886,5748456,1680843,7429299,30325,263084,293409,660,632,12,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.857142857,1340168.0,16386.14285714286,78549879,55802616,22747263,,,1332900000,West Bengal,96906000
