,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-12-07,DL,Central Delhi,,,,,,,,2021-12-08 11:56:14.911084,,,,1441449,25099,1415974,31317488
1,1,2021-12-07,DL,East Delhi,,,,,,,,2021-12-08 11:56:14.911084,,,,1441449,25099,1415974,31317488
2,2,2021-12-07,DL,New Delhi,,,,,,,,2021-12-08 11:56:14.911084,,,,1441449,25099,1415974,31317488
3,3,2021-12-07,DL,North Delhi,,,,,,,,2021-12-08 11:56:14.911084,,,,1441449,25099,1415974,31317488
4,4,2021-12-07,DL,North East Delhi,,,,,,,,2021-12-08 11:56:14.911084,,,,1441449,25099,1415974,31317488
5,5,2021-12-07,DL,North West Delhi,,,,,,,,2021-12-08 11:56:14.911084,,,,1441449,25099,1415974,31317488
6,6,2021-12-07,DL,Shahdara,,,,,,,,2021-12-08 11:56:14.911084,,,,1441449,25099,1415974,31317488
7,7,2021-12-07,DL,South Delhi,,,,,,,,2021-12-08 11:56:14.911084,,,,1441449,25099,1415974,31317488
8,8,2021-12-07,DL,South East Delhi,,,,,,,,2021-12-08 11:56:14.911084,,,,1441449,25099,1415974,31317488
9,9,2021-12-07,DL,South West Delhi,,,,,,,,2021-12-08 11:56:14.911084,,,,1441449,25099,1415974,31317488
10,10,2021-12-07,DL,West Delhi,,,,,,,,2021-12-08 11:56:14.911084,,,,1441449,25099,1415974,31317488
11,11,2021-12-07,DL,Unknown,,,,1441449.0,25099.0,1415974.0,,2021-12-08 11:56:14.911084,,,,1441449,25099,1415974,31317488
