"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19988","19687","34","267"
"2","Chengalpattu","245550","240075","2817","2658"
"3","Chennai","775070","759911","6090","9069"
"4","Coimbatore","333170","329638","915","2617"
"5","Cuddalore","74625","73578","152","895"
"6","Dharmapuri","36340","35990","67","283"
"7","Dindigul","37746","36938","143","665"
"8","Erode","133328","132342","252","734"
"9","Kallakurichi","36708","36424","69","215"
"10","Kancheepuram","96436","94621","513","1302"
"11","Kanyakumari","87935","86435","415","1085"
"12","Karur","29883","29471","40","372"
"13","Krishnagiri","60011","59511","130","370"
"14","Madurai","91911","90438","237","1236"
"15","Mayiladuthurai","26655","26257","68","330"
"16","Nagapattinam","25597","25146","76","375"
"17","Namakkal","68408","67714","160","534"
"18","Nilgiris","42423","42123","74","226"
"19","Perambalur","14739","14404","86","249"
"20","Pudukottai","34704","34163","115","426"
"21","Ramanathapuram","24846","24388","90","368"
"22","Ranipet","54718","53636","295","787"
"23","Salem","128357","126166","429","1762"
"24","Sivagangai","24299","23922","158","219"
"25","Tenkasi","33232","32531","211","490"
"26","Thanjavur","92529","91345","144","1040"
"27","Theni","50943","50272","138","533"
"28","Thirupathur","35818","35164","21","633"
"29","Thiruvallur","150800","147838","1022","1940"
"30","Thiruvannamalai","67319","66446","188","685"
"31","Thiruvarur","48252","47665","114","473"
"32","Thoothukudi","66186","65320","418","448"
"33","Tirunelveli","64288","63324","519","445"
"34","Tiruppur","130401","129168","181","1052"
"35","Trichy","96453","94930","362","1161"
"36","Vellore","57617","56364","90","1163"
"37","Villupuram","55159","54523","270","366"
"38","Virudhunagar","57736","56812","370","554"
"39","Airport Surveillance 
(International)","1368","1358","9","1"
"40","Airport Surveillance 
(Domestic)","1145","1139","5","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,13,121","34,57,605","17,487","38,029"
