"Sr 
No","Name of District","Positive Cases Today","No of Active Cases","Cumulative Positive Cases","Cumulative     
Recovered/ 
Discharged Cases","Recovery Rate (%)","No. of Deaths","COVID-19, Vaccination Status  
(NHM, Haryana)*","","",""
"","","","","","","","","Coverage of Vaccination  
on 24-03-2022","","","Cumulative Coverage of 
Vaccination"
"","","","","","","","","Dose 1st","Dose 2nd","Precaution 
Dose",""
"1","Gurugram","48","238","260647","259403[59]","99.52","1006","4721","1701","582","5035787"
"2","Faridabad","1","34","127022","126249[9]","99.39","739","2633","1331","213","3839107"
"3","Hisar","4","12","62018","60835[3]","98.09","1171","780","1479","43","2266526"
"4","Sonepat","2","8","58534","58250","99.51","276","908","633","76","2214198"
"5","Karnal","0","4","48166","47566[1]","98.75","596","1812","713","82","2290130"
"6","Panipat","0","1","36058","35386[4]","98.14","671","1827","580","42","1978846"
"7","Panchkula","1","8","44128","43706","99.04","414","169","193","87","1065513"
"8","Ambala","0","0","40758","40216[1]","98.67","542","513","925","147","2039293"
"9","Sirsa","1","1","33371","32831[3]","98.38","539","639","811","39","1883672"
"10","Rohtak","0","4","31819","31264","98.26","534","789","724","58","1637098"
"11","Yamunanagar","3","7","30646","30184[1]","98.49","455","1034","698","45","1859520"
"12","Bhiwani","1","3","26477","25809","97.48","665","502","535","18","1704713"
"13","Kurukshetra","0","1","26822","26424","98.52","397","996","983","78","1457741"
"14","Mahindergarh","0","1","24752","24586[2]","99.33","165","589","309","104","1337024"
"15","Jind","0","3","24347","23802","97.76","542","275","589","13","1644965"
"16","Rewari","0","0","24589","24365","99.09","224","902","454","142","1511615"
"17","Jhajjar","0","0","23426","23070","98.48","350","527","600","73","1527783"
"18","Fatehabad","0","2","20054","19554","97.51","498","340","154","15","1177679"
"19","Kaithal","1","1","14224","13853","97.39","370","481","886","17","1681895"
"20","Palwal","0","6","13470","13301[1]","98.75","163","1097","867","21","1472546"
"21","Charkhi Dadri","0","0","7421","7276[1]","98.05","145","860","162","45","845500"
"22","Nuh","1","11","6102","5953","97.56","138","211","249","6","1214769"
"Haryana","","63","345","984851","973883[85]","98.89","10600","22605","15576","1946","41685920"
