"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","2","16","227572","2","12221","239793","36"
"Bageshwar","25","177","201305","0","5764","207069","477"
"Chamoli","50","60","279382","0","12247","291629","895"
"Champawat","319","113","231822","0","7605","239427","1206"
"Dehradun","783","1201","1856667","5","112530","1969197","192"
"Haridwar","1073","1578","2071113","2","51535","2122648","786"
"Nainital","228","154","531607","7","39259","570866","413"
"Pauri Garhwal","252","622","378540","19","17709","396249","463"
"Pithoragarh","0","269","211239","0","10265","221504","272"
"Rudraprayag","40","147","187596","0","8801","196397","298"
"Tehri Garhwal","23","93","293535","0","15838","309373","240"
"US Nagar","408","662","888877","1","37885","926762","1413"
"Uttarkashi","204","244","331781","0","12560","344341","618"
"Total","3407","5336","7691036","36","344219","8035255","7309"
