"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","47","40","69238","1","4846","74078","4"
"Bageshwar","98","45","39381","0","2157","41534","10"
"Chamoli","41","50","51257","0","3339","54594","5"
"Champawat","87","5","64941","0","1986","66924","11"
"Dehradun","199","329","408033","29","38494","446392","12"
"Haridwar","36","86","322751","5","13998","336719","0"
"Nainital","89","17","103456","3","13062","116448","9"
"Pauri Garhwal","111","70","106035","0","5566","111594","13"
"Pithoragarh","10","0","44288","3","2718","46994","0"
"Rudraprayag","29","0","30487","0","3028","33515","0"
"Tehri Garhwal","18","176","46335","0","2600","48928","0"
"US Nagar","146","73","153714","4","9282","162972","13"
"Uttarkashi","18","117","46816","0","1904","48718","0"
"Total","929","1008","1486732","45","102980","1589410","77"
