,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7698,7562,129,2021-12-14,TT,34703644,475888,34138763,2021-12-14 12:37:37.079107,657662933,2021-12-13 00:00:00,990482,1338966546,818972793,519993753,576820,298215,278605,https://www.icmr.gov.in/,5784,252,7995,4928216,1957565,6885781,123,1227,1350,0,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.142857143,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2074976,2058631,14467,2021-12-14,TT,34703644,475888,34138763,2021-12-14 12:37:37.079107,657662933,2021-12-13 00:00:00,990482,1338966546,818972793,519993753,64762340,37941950,26820390,https://www.icmr.gov.in/,5784,252,7995,4928216,1957565,6885781,270409,141888,412297,108,141,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.142857143,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55313,54998,280,2021-12-14,TT,34703644,475888,34138763,2021-12-14 12:37:37.079107,657662933,2021-12-13 00:00:00,990482,1338966546,818972793,519993753,1433545,800691,632854,https://www.icmr.gov.in/,5784,252,7995,4928216,1957565,6885781,507,2449,2956,7,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.142857143,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,618716,610143,6133,2021-12-14,TT,34703644,475888,34138763,2021-12-14 12:37:37.079107,657662933,2021-12-13 00:00:00,990482,1338966546,818972793,519993753,35463970,21610905,13853065,https://www.icmr.gov.in/,5784,252,7995,4928216,1957565,6885781,10036,142163,152199,141,170,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.142857143,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,726325,714149,12091,2021-12-14,TT,34703644,475888,34138763,2021-12-14 12:37:37.079107,657662933,2021-12-13 00:00:00,990482,1338966546,818972793,519993753,89989310,56043971,33945339,https://www.icmr.gov.in/,5784,252,7995,4928216,1957565,6885781,67315,302667,369982,6,2,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.142857143,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,65645,64498,1076,2021-12-14,TT,34703644,475888,34138763,2021-12-14 12:37:37.079107,657662933,2021-12-13 00:00:00,990482,1338966546,818972793,519993753,1632606,954670,677936,https://www.icmr.gov.in/,5784,252,7995,4928216,1957565,6885781,899,3178,4077,12,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.142857143,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1007244,993273,13594,2021-12-14,TT,34703644,475888,34138763,2021-12-14 12:37:37.079107,657662933,2021-12-13 00:00:00,990482,1338966546,818972793,519993753,28054904,17253871,10801033,https://www.icmr.gov.in/,5784,252,7995,4928216,1957565,6885781,34489,82206,116695,32,34,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.142857143,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10686,10679,4,2021-12-14,TT,34703644,475888,34138763,2021-12-14 12:37:37.079107,657662933,2021-12-13 00:00:00,990482,1338966546,818972793,519993753,1161090,685690,475400,https://www.icmr.gov.in/,5784,252,7995,4928216,1957565,6885781,1308,3251,4559,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.142857143,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1441748,1416255,25100,2021-12-14,TT,34703644,475888,34138763,2021-12-14 12:37:37.079107,657662933,2021-12-13 00:00:00,990482,1338966546,818972793,519993753,24274426,14473632,9800794,https://www.icmr.gov.in/,5784,252,7995,4928216,1957565,6885781,49543,85621,135164,30,34,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.142857143,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,179469,175605,3482,2021-12-14,TT,34703644,475888,34138763,2021-12-14 12:37:37.079107,657662933,2021-12-13 00:00:00,990482,1338966546,818972793,519993753,2360191,1293076,1067115,https://www.icmr.gov.in/,5784,252,7995,4928216,1957565,6885781,897,3430,4327,15,44,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363446.5714285714,1340167.142857143,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
