,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2021-12-14,ML,9,1,73,0,6986,5058,0,187,88.0,2.0,199.0,,26825.0,24820.0,0.0,East Garo Hills,0,0,1,,1058,285,0,2,6.0,0.0,5.0,,4774.0,2048.0,0,317618,,,,1912,14,1891,,58123,34710,0,0,2021-12-14T23:55:59.708818+05:30,3224000,,,,84707,1477,83092,,1208488,859561,0,0,0.0,0
1,1,1,1,1,2021-12-14,ML,9,1,73,0,6986,5058,0,187,88.0,2.0,199.0,,26825.0,24820.0,0.0,East Jaintia Hills,0,0,1,,182,481,0,2,2.0,0.0,2.0,,738.0,1687.0,0,122436,,,,2446,32,2411,,68721,48799,0,0,2021-12-14T23:55:59.708818+05:30,3224000,,,,84707,1477,83092,,1208488,859561,0,0,0.0,0
2,2,2,2,2,2021-12-14,ML,9,1,73,0,6986,5058,0,187,88.0,2.0,199.0,,26825.0,24820.0,0.0,East Khasi Hills,8,1,70,,1128,968,0,164,70.0,2.0,179.0,,2497.0,5027.0,0,824059,,,,41862,1003,40745,,331002,269897,0,0,2021-12-14T23:55:59.708818+05:30,3224000,,,,84707,1477,83092,,1208488,859561,0,0,0.0,0
3,3,3,3,3,2021-12-14,ML,9,1,73,0,6986,5058,0,187,88.0,2.0,199.0,,26825.0,24820.0,0.0,North Garo Hills,0,0,0,,60,205,0,0,0.0,0.0,0.0,,585.0,1345.0,0,118325,,,,1685,8,1677,,67599,43653,0,0,2021-12-14T23:55:59.708818+05:30,3224000,,,,84707,1477,83092,,1208488,859561,0,0,0.0,0
4,4,4,4,4,2021-12-14,ML,9,1,73,0,6986,5058,0,187,88.0,2.0,199.0,,26825.0,24820.0,0.0,Ri-Bhoi,0,0,0,,0,0,0,5,0.0,0.0,5.0,,0.0,0.0,0,0,,,,9733,90,9642,,0,0,0,0,2021-12-14T23:55:59.708818+05:30,3224000,,,,84707,1477,83092,,1208488,859561,0,0,0.0,0
5,5,5,5,5,2021-12-14,ML,9,1,73,0,6986,5058,0,187,88.0,2.0,199.0,,26825.0,24820.0,0.0,South Garo Hills,0,0,1,,40,65,0,0,0.0,0.0,1.0,,272.0,606.0,0,142574,,,,1218,12,1206,,48552,29225,0,0,2021-12-14T23:55:59.708818+05:30,3224000,,,,84707,1477,83092,,1208488,859561,0,0,0.0,0
6,6,6,6,6,2021-12-14,ML,9,1,73,0,6986,5058,0,187,88.0,2.0,199.0,,26825.0,24820.0,0.0,South West Garo Hills,0,0,0,,34,84,0,0,0.0,0.0,0.0,,479.0,867.0,0,172495,,,,1873,18,1855,,82147,56233,0,0,2021-12-14T23:55:59.708818+05:30,3224000,,,,84707,1477,83092,,1208488,859561,0,0,0.0,0
7,7,7,7,7,2021-12-14,ML,9,1,73,0,6986,5058,0,187,88.0,2.0,199.0,,26825.0,24820.0,0.0,South West Khasi Hills,0,0,0,,67,210,0,0,0.0,0.0,0.0,,610.0,1044.0,0,110152,,,,2549,17,2532,,35398,24073,0,0,2021-12-14T23:55:59.708818+05:30,3224000,,,,84707,1477,83092,,1208488,859561,0,0,0.0,0
8,8,8,8,8,2021-12-14,ML,9,1,73,0,6986,5058,0,187,88.0,2.0,199.0,,26825.0,24820.0,0.0,West Garo Hills,1,0,0,,384,697,0,5,5.0,0.0,3.0,,3171.0,3685.0,0,642923,,,,9086,73,9006,,226933,160069,0,0,2021-12-14T23:55:59.708818+05:30,3224000,,,,84707,1477,83092,,1208488,859561,0,0,0.0,0
9,9,9,9,9,2021-12-14,ML,9,1,73,0,6986,5058,0,187,88.0,2.0,199.0,,26825.0,24820.0,0.0,West Jaintia Hills,0,0,0,,1473,733,0,1,1.0,0.0,1.0,,5680.0,3475.0,0,270352,,,,6823,136,6686,,95491,67279,0,0,2021-12-14T23:55:59.708818+05:30,3224000,,,,84707,1477,83092,,1208488,859561,0,0,0.0,0
