Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2021-12-14,MH,Ahmednagar,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,342822,7140,11,335285,,2022-01-22 00:35:10.951583,2022-01-22 00:35:10.952494,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6645136,141288,6493688,3679,67063688
2021-12-14,MH,Akola,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,58801,1428,4,57363,,2022-01-22 00:35:10.951583,2022-01-22 00:35:10.952494,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6645136,141288,6493688,3679,67063688
2021-12-14,MH,Amravati,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,96296,1598,2,94682,,2022-01-22 00:35:10.951583,2022-01-22 00:35:10.952494,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6645136,141288,6493688,3679,67063688
2021-12-14,MH,Aurangabad,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,155974,4264,14,151642,,2022-01-22 00:35:10.951583,2022-01-22 00:35:10.952494,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6645136,141288,6493688,3679,67063688
2021-12-14,MH,Beed,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,104102,2837,7,101187,,2022-01-22 00:35:10.951583,2022-01-22 00:35:10.952494,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6645136,141288,6493688,3679,67063688
2021-12-14,MH,Bhandara,,,10 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,59994,1123,10,58861,,2022-01-22 00:35:10.951583,2022-01-22 00:35:10.952494,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6645136,141288,6493688,3679,67063688
2021-12-14,MH,Buldhana,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,85631,805,6,84813,,2022-01-22 00:35:10.951583,2022-01-22 00:35:10.952494,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6645136,141288,6493688,3679,67063688
2021-12-14,MH,Chandrapur,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,89031,1564,4,87450,,2022-01-22 00:35:10.951583,2022-01-22 00:35:10.952494,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6645136,141288,6493688,3679,67063688
2021-12-14,MH,Dhule,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,46160,655,11,45494,,2022-01-22 00:35:10.951583,2022-01-22 00:35:10.952494,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6645136,141288,6493688,3679,67063688
2021-12-14,MH,Gadchiroli,,,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,30469,669,33,29756,,2022-01-22 00:35:10.951583,2022-01-22 00:35:10.952494,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6645136,141288,6493688,3679,67063688
2021-12-14,MH,Gondia,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,40515,569,7,39938,,2022-01-22 00:35:10.951583,2022-01-22 00:35:10.952494,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6645136,141288,6493688,3679,67063688
2021-12-14,MH,Hingoli,,,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,18487,508,1,17974,,2022-01-22 00:35:10.951583,2022-01-22 00:35:10.952494,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6645136,141288,6493688,3679,67063688
2021-12-14,MH,Jalgaon,,,32 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,139893,2714,32,137143,,2022-01-22 00:35:10.951583,2022-01-22 00:35:10.952494,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6645136,141288,6493688,3679,67063688
2021-12-14,MH,Jalna,,,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,60795,1212,1,59527,,2022-01-22 00:35:10.951583,2022-01-22 00:35:10.952494,,3679 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6645136,141288,6493688,3679,67063688
