,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,Amritsar,2,0,2,,3536,7471,0,9,7.0,1.0,12.0,,19222.0,42078.0,0,2490891,,,,47441,1599,45840,,1411343,689241,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
1,1,1,1,1,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,Barnala,0,0,0,,282,1551,0,0,1.0,0.0,0.0,,1528.0,8324.0,0,596294,,,,5956,244,5705,,355440,155673,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
2,2,2,2,2,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,Bathinda,0,0,2,,1694,4446,0,0,11.0,0.0,10.0,,7550.0,20515.0,0,1388859,,,,41809,1047,40741,,663234,282826,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
3,3,3,3,3,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,Faridkot,1,1,3,,493,1769,0,2,5.0,1.0,6.0,,2467.0,9665.0,0,618008,,,,13956,320,13632,,346095,177138,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
4,4,4,4,4,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,Fatehgarh Sahib,0,0,0,,719,3327,0,5,1.0,0.0,2.0,,2952.0,13158.0,0,599814,,,,8906,336,8568,,366795,177860,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
5,5,5,5,5,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,Fazilka,0,0,0,,2176,4056,0,2,1.0,0.0,1.0,,14186.0,28486.0,0,1180483,,,,20283,530,19752,,549084,232137,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
6,6,6,6,6,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,Ferozepur,0,0,0,,1077,3536,0,8,33.0,0.0,26.0,,6022.0,18420.0,0,2026831,,,,14469,504,13911,,505223,194538,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
7,7,7,7,7,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,Gurdaspur,1,0,0,,2931,5609,0,7,6.0,0.0,3.0,,15011.0,29511.0,0,2299026,,,,22416,803,21602,,960511,617219,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
8,8,8,8,8,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,Hoshiarpur,2,0,0,,1099,4781,0,51,24.0,1.0,34.0,,5200.0,21270.0,0,1582793,,,,30986,995,29948,,1036594,707389,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
9,9,9,9,9,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,Jalandhar,1,0,3,,1310,6689,0,21,12.0,1.0,28.0,,7547.0,38449.0,0,2181753,,,,63532,1500,62014,,1488615,906680,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
10,10,10,10,10,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,Kapurthala,0,0,0,,604,3399,0,3,5.0,0.0,2.0,,3555.0,18116.0,0,817668,,,,17875,556,17313,,492333,278586,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
11,11,11,11,11,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,Ludhiana,0,0,1,,3352,11135,0,13,22.0,3.0,10.0,,16983.0,57106.0,0,3487882,,,,87707,2114,85557,,2583674,1206733,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
12,12,12,12,12,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,Mansa,0,0,0,,893,3207,0,0,0.0,0.0,1.0,,4291.0,14739.0,0,768808,,,,15611,381,15229,,396080,151318,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
13,13,13,13,13,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,Moga,0,0,0,,1060,5246,0,2,0.0,0.0,2.0,,5667.0,26361.0,0,992289,,,,8684,234,8450,,571278,277361,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
14,14,14,14,14,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,Pathankot,1,0,2,,377,2282,0,47,17.0,2.0,29.0,,2322.0,12286.0,0,626154,,,,18987,430,18537,,438123,270453,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
15,15,15,15,15,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,Patiala,3,0,3,,912,3716,0,18,17.0,0.0,11.0,,5034.0,21519.0,0,2892282,,,,49002,1362,47618,,1087119,501945,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
16,16,16,16,16,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,Rupnagar,1,1,2,,369,2200,0,5,11.0,1.0,9.0,,1909.0,10708.0,0,683349,,,,13001,426,12563,,397775,239740,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
17,17,17,17,17,2021-12-14,PB,19,2,21,24355,25809,87220,0,236,224.0,10.0,221.0,176160.0,140860.0,464657.0,0.0,S.A.S. Nagar,2,0,3,,983,2706,0,34,37.0,0.0,30.0,,7214.0,19878.0,0,986147,,,,69035,1073,67900,,905167,494261,0,0,2022-01-03T00:03:05.554822+05:30,29859000,,,,603780,16622,586815,16497782,16854787,8552024,0,0,0.0,0
