"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","6","0","0","1960","16","27","0"
"East Jaintia Hills","3","4","0","2525","32","28","0"
"East Khasi Hills","149","291","2","45948","1037","1198","163"
"Eastern West Khasi Hills","4","8","1","76","5","52","0"
"North Garo Hills","10","0","0","1759","8","60","3"
"Ri-Bhoi","20","19","0","10064","90","177","2"
"South Garo Hills","5","0","0","1279","12","37","0"
"South West Garo Hills","13","6","0","1976","18","80","3"
"South West Khasi Hills","10","2","0","2623","18","56","0"
"West Garo Hills","133","89","0","10123","75","519","10"
"West Jaintia Hills","8","1","1","6970","137","84","6"
"West Khasi Hills","1","4","0","5581","74","35","1"
"Total","362","424","4","90884","1522","2353","188"
