,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
0,2021-11-22,TT,7579,236,12202,964980,1138255,2087258,,70079.0,2295.0,84993.0,7715080.0,14991224.0,31742954.0,Andaman and Nicobar Islands,0,0,0,0,70,1402,0,2.0,0.0,11.0,0.0,663.0,15653.0,397000,0,0,0,7676,129,7545,0,296024,242060,2021-11-23 12:18:29.889630,1332900000,2021-11-22 00:00:00,https://www.icmr.gov.in/,0,34526480,466147,33946749,633489239,770340674,407664842
1,2021-11-22,TT,7579,236,12202,964980,1138255,2087258,,70079.0,2295.0,84993.0,7715080.0,14991224.0,31742954.0,Andhra Pradesh,127,2,184,0,33540,117720,0,1276.0,12.0,2019.0,0.0,217399.0,932956.0,52221000,0,0,0,2071371,14428,2054737,0,34001518,23474582,2021-11-23 12:18:29.889630,1332900000,2021-11-22 00:00:00,https://www.icmr.gov.in/,0,34526480,466147,33946749,633489239,770340674,407664842
2,2021-11-22,TT,7579,236,12202,964980,1138255,2087258,,70079.0,2295.0,84993.0,7715080.0,14991224.0,31742954.0,Arunachal Pradesh,4,0,8,0,558,1419,0,29.0,0.0,40.0,0.0,6959.0,17261.0,1504000,0,0,0,55251,280,54937,0,787874,594350,2021-11-23 12:18:29.889630,1332900000,2021-11-22 00:00:00,https://www.icmr.gov.in/,0,34526480,466147,33946749,633489239,770340674,407664842
3,2021-11-22,TT,7579,236,12202,964980,1138255,2087258,,70079.0,2295.0,84993.0,7715080.0,14991224.0,31742954.0,Assam,192,5,232,0,15958,53565,0,1408.0,25.0,1609.0,0.0,319958.0,1050289.0,34293000,0,0,0,615574,6077,606569,0,20855876,10982907,2021-11-23 12:18:29.889630,1332900000,2021-11-22 00:00:00,https://www.icmr.gov.in/,0,34526480,466147,33946749,633489239,770340674,407664842
4,2021-11-22,TT,7579,236,12202,964980,1138255,2087258,,70079.0,2295.0,84993.0,7715080.0,14991224.0,31742954.0,Bihar,3,0,2,0,118301,200900,0,34.0,1.0,15.0,0.0,1394050.0,2378406.0,119520000,0,0,0,726191,9663,716487,0,52772013,23161319,2021-11-23 12:18:29.889630,1332900000,2021-11-22 00:00:00,https://www.icmr.gov.in/,0,34526480,466147,33946749,633489239,770340674,407664842
5,2021-11-22,TT,7579,236,12202,964980,1138255,2087258,,70079.0,2295.0,84993.0,7715080.0,14991224.0,31742954.0,Chandigarh,4,0,2,0,294,1441,0,21.0,0.0,19.0,0.0,3790.0,20014.0,1179000,0,0,0,65410,820,64558,0,936109,606833,2021-11-23 12:18:29.889630,1332900000,2021-11-22 00:00:00,https://www.icmr.gov.in/,0,34526480,466147,33946749,633489239,770340674,407664842
6,2021-11-22,TT,7579,236,12202,964980,1138255,2087258,,70079.0,2295.0,84993.0,7715080.0,14991224.0,31742954.0,Chhattisgarh,35,0,26,0,43031,47842,0,191.0,4.0,138.0,0.0,515088.0,612115.0,28724000,0,0,0,1006577,13592,992681,0,15813004,8791712,2021-11-23 12:18:29.889630,1332900000,2021-11-22 00:00:00,https://www.icmr.gov.in/,0,34526480,466147,33946749,633489239,770340674,407664842
7,2021-11-22,TT,7579,236,12202,964980,1138255,2087258,,70079.0,2295.0,84993.0,7715080.0,14991224.0,31742954.0,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,456,1487,0,0.0,0.0,0.0,0.0,4513.0,20483.0,959000,0,0,0,10682,4,10678,0,671049,423237,2021-11-23 12:18:29.889630,1332900000,2021-11-22 00:00:00,https://www.icmr.gov.in/,0,34526480,466147,33946749,633489239,770340674,407664842
8,2021-11-22,TT,7579,236,12202,964980,1138255,2087258,,70079.0,2295.0,84993.0,7715080.0,14991224.0,31742954.0,Delhi,26,0,38,0,12960,24457,0,252.0,0.0,292.0,0.0,222653.0,359962.0,19814000,0,0,0,1440692,25095,1415300,0,13595512,8382852,2021-11-23 12:18:29.889630,1332900000,2021-11-22 00:00:00,https://www.icmr.gov.in/,0,34526480,466147,33946749,633489239,770340674,407664842
9,2021-11-22,TT,7579,236,12202,964980,1138255,2087258,,70079.0,2295.0,84993.0,7715080.0,14991224.0,31742954.0,Goa,16,0,20,0,323,1954,0,167.0,3.0,183.0,0.0,4439.0,25283.0,1540000,0,0,0,178677,3378,175068,0,1277367,1005201,2021-11-23 12:18:29.889630,1332900000,2021-11-22 00:00:00,https://www.icmr.gov.in/,0,34526480,466147,33946749,633489239,770340674,407664842
