,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
10,Gujarat,827206,816805,10091,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,77416219,45434016,31982203,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,40865,262997,303862,22,35,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Gujarat,67936000
11,Haryana,771544,761351,10053,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,27685406,18288696,9396710,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,32042,87847,119889,16,8,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,226395,221654,3831,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,10449523,5783666,4665857,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,4588,63402,67990,51,146,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,335368,329206,4461,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,16233984,9576038,6657946,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,3082,43857,46939,165,160,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,349135,343864,5140,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,23133017,16073630,7059387,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,35771,57531,93302,11,10,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,2993599,2948331,38175,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,70504448,43766003,26738445,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,44984,138244,183228,247,278,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Karnataka,65798000
16,Kerala,5101004,5004786,37495,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,41981290,25593718,16387572,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,9673,91851,101524,5080,7808,196,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Kerala,35125000
17,Ladakh,21327,20885,212,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,376740,210924,165816,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,217,1490,1707,16,10,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Ladakh,293000
18,Lakshadweep,10370,10314,51,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,103908,55351,48557,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,0,48,48,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,6629875,6475682,140739,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,107522948,71344882,36178066,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,249843,399031,648874,298,730,17,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Maharashtra,122153000
20,Manipur,124918,122274,1962,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,2111988,1271844,840144,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,1321,4868,6189,83,29,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Manipur,3103000
21,Meghalaya,84241,82494,1467,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,1923714,1148613,775101,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,2297,5355,7652,21,31,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Meghalaya,3224000
22,Mizoram,131897,126672,479,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,1270059,724820,545239,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,862,1618,2480,212,509,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,793027,782416,10526,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,80695135,50664443,30030692,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,36074,412472,448546,17,10,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,32050,31229,695,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,1260285,727094,533191,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,1515,2568,4083,10,7,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Nagaland,2150000
25,Odisha,1047003,1036501,8393,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,41806655,27310889,14495766,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,51081,126426,177507,205,271,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Odisha,43671000
26,Puducherry,128663,126470,1870,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,1189628,746312,443316,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,1327,3197,4524,32,25,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Puducherry,1504000
27,Punjab,602980,586117,16584,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,23456927,16357701,7099226,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,20192,53518,73710,24,35,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Punjab,29859000
28,Rajasthan,954606,945532,8955,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,65771207,43100708,22670499,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,35054,195159,230213,18,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Rajasthan,77264000
29,Sikkim,32169,31643,403,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,988782,522891,465891,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,52,825,877,8,10,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,2720271,2675174,36375,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,65988183,43729567,22258616,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,108129,135209,243338,756,847,14,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,674555,666999,3981,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,36342119,24324990,12017129,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,70722,106864,177586,103,153,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Telangana,37220000
32,Tripura,84721,83827,818,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,4481368,2532747,1948621,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,1217,10187,11404,1,7,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Tripura,3992000
33,Uttar Pradesh,1710332,1687321,22909,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,149730703,106098556,43632147,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,509704,646404,1156108,10,8,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,344106,336510,7404,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,12217109,7544167,4672942,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,3778,44189,47967,11,6,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,0,0,0,,,1332900000,Uttarakhand,11141000
35,West Bengal,1609845,1582442,19383,2021-11-22,TT,34518901,465911,33934547,2021-11-22 16:16:47.114830,632524259,2021-11-21 00:00:00,874881,1174780003,769202419,405577584,87965809,61658064,26307745,https://www.icmr.gov.in/,8488,249,12510,3958154,1759134,5717288,207851,320967,528818,727,745,7,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.4285714286,1340164.7142857143,16386.14285714286,76990484,55437067,21553416,,,1332900000,West Bengal,96906000
