Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
2021-11-01,PB,Amritsar,,,,47379,1598,45757,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Barnala,,,,5950,244,5696,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Bathinda,,,,41728,1042,40668,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Faridkot,,,,13927,315,13602,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Fatehgarh Sahib,,,,8876,335,8538,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Fazilka,,,,20271,528,19729,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Ferozepur,,,,14347,504,13832,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Gurdaspur,,,,22381,801,21576,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Hoshiarpur,,,,30822,986,29828,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Jalandhar,,,,63396,1496,61864,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Kapurthala,,,,17852,556,17294,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Ludhiana,,,,87608,2106,85484,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Mansa,,,,15606,380,15226,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Moga,,,,8675,233,8440,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Pathankot,,,,18814,419,18373,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Patiala,,,,48927,1358,47561,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Rupnagar,,,,12963,423,12517,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,S.A.S. Nagar,,,,68821,1068,67726,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Sangrur,,,,15762,875,14884,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Shahid Bhagat Singh Nagar,,,,11469,388,11080,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Sri Muktsar Sahib,,,,18784,524,18257,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Tarn Taran,,,,8043,380,7659,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
2021-11-01,PB,Unknown,,,,19,1,22,,2021-11-02 06:24:16.223706,,,,602420,16560,585613,
