,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-01,TN,990,20,1153,120153,35488,69160,0,7285.0,103.0,8664.0,855757.0,754116.0,1528995.0,Ariyalur,4,0,2,,1562,2145,0,37.0,0.0,41.0,,18480.0,28603.0,752481,,,,16858,261,16550,,476952,159311,2021-11-12T19:05:42.713640+05:30,75695000,,,,2703613,36136,2656168,51279395,41312515,17687301,0,0,0,0,0
1,1,1,1,2021-11-01,TN,990,20,1153,120153,35488,69160,0,7285.0,103.0,8664.0,855757.0,754116.0,1528995.0,Chengalpattu,85,4,98,,1022,1911,0,619.0,8.0,690.0,,25557.0,37477.0,2556244,,,,171862,2510,168425,,1338663,606695,2021-11-12T19:05:42.713640+05:30,75695000,,,,2703613,36136,2656168,51279395,41312515,17687301,0,0,0,0,0
2,2,2,2,2021-11-01,TN,990,20,1153,120153,35488,69160,0,7285.0,103.0,8664.0,855757.0,754116.0,1528995.0,Chennai,106,3,137,,2181,5347,0,840.0,12.0,1062.0,,57160.0,135424.0,7100000,,,,554778,8549,544838,,4920007,2861024,2021-11-12T19:05:42.713640+05:30,75695000,,,,2703613,36136,2656168,51279395,41312515,17687301,0,0,0,0,0
3,3,3,3,2021-11-01,TN,990,20,1153,120153,35488,69160,0,7285.0,103.0,8664.0,855757.0,754116.0,1528995.0,Coimbatore,117,3,131,,674,2797,0,854.0,16.0,968.0,,20197.0,77634.0,3472578,,,,246897,2419,243201,,2717876,1208281,2021-11-12T19:05:42.713640+05:30,75695000,,,,2703613,36136,2656168,51279395,41312515,17687301,0,0,0,0,0
4,4,4,4,2021-11-01,TN,990,20,1153,120153,35488,69160,0,7285.0,103.0,8664.0,855757.0,754116.0,1528995.0,Cuddalore,16,0,24,,2575,7382,0,125.0,0.0,133.0,,48325.0,100071.0,2600880,,,,64101,867,63021,,1532166,653782,2021-11-12T19:05:42.713640+05:30,75695000,,,,2703613,36136,2656168,51279395,41312515,17687301,0,0,0,0,0
5,5,5,5,2021-11-01,TN,990,20,1153,120153,35488,69160,0,7285.0,103.0,8664.0,855757.0,754116.0,1528995.0,Dharmapuri,16,1,18,,239,526,0,107.0,2.0,158.0,,12880.0,26508.0,1502900,,,,28441,275,27975,,771194,280427,2021-11-12T19:05:42.713640+05:30,75695000,,,,2703613,36136,2656168,51279395,41312515,17687301,0,0,0,0,0
6,6,6,6,2021-11-01,TN,990,20,1153,120153,35488,69160,0,7285.0,103.0,8664.0,855757.0,754116.0,1528995.0,Dindigul,3,0,13,,358,1348,0,53.0,0.0,53.0,,18934.0,55708.0,2161367,,,,33102,645,32361,,1236862,494801,2021-11-12T19:05:42.713640+05:30,75695000,,,,2703613,36136,2656168,51279395,41312515,17687301,0,0,0,0,0
7,7,7,7,2021-11-01,TN,990,20,1153,120153,35488,69160,0,7285.0,103.0,8664.0,855757.0,754116.0,1528995.0,Erode,71,0,89,,667,1859,0,481.0,4.0,595.0,,15752.0,45273.0,2259608,,,,104374,686,102925,,1371592,554483,2021-11-12T19:05:42.713640+05:30,75695000,,,,2703613,36136,2656168,51279395,41312515,17687301,0,0,0,0,0
8,8,8,8,2021-11-01,TN,990,20,1153,120153,35488,69160,0,7285.0,103.0,8664.0,855757.0,754116.0,1528995.0,Kallakurichi,13,0,19,,1512,2582,0,69.0,0.0,125.0,,22313.0,50087.0,1370281,,,,31377,210,31075,,697725,302404,2021-11-12T19:05:42.713640+05:30,75695000,,,,2703613,36136,2656168,51279395,41312515,17687301,0,0,0,0,0
9,9,9,9,2021-11-01,TN,990,20,1153,120153,35488,69160,0,7285.0,103.0,8664.0,855757.0,754116.0,1528995.0,Kancheepuram,29,0,32,,740,1369,0,218.0,2.0,255.0,,13784.0,23706.0,1166401,,,,74999,1258,73418,,663946,251550,2021-11-12T19:05:42.713640+05:30,75695000,,,,2703613,36136,2656168,51279395,41312515,17687301,0,0,0,0,0
